CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,DistrictID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
579,110033019202500579,202500579,2025-12-30 19:00:00,9116,3019,1003,1,1,102,1003,3,4014,2025-12-29 16:00:00,2025-12-29 23:00:00,2025-12-30 19:00:00,13.004996,77.593899,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
580,110053040202500580,202500580,2025-10-16 11:00:00,9113,3040,1005,1,2,103,1005,1,4015,2025-10-15 13:00:00,2025-10-15 15:00:00,2025-10-16 11:00:00,12.86598,77.654003,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
581,110043031202500581,202500581,2025-03-10 00:00:00,9312,3031,1004,1,1,104,1007,1,4012,2025-03-09 01:00:00,2025-03-09 13:00:00,2025-03-10 00:00:00,13.016579,77.717664,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
582,110043027202500582,202500582,2025-06-14 21:00:00,9141,3027,1004,1,1,102,1004,3,4003,2025-06-13 10:00:00,2025-06-13 22:00:00,2025-06-14 21:00:00,13.095889,77.607101,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
583,110033018202500583,202500583,2025-04-06 00:00:00,9079,3018,1003,1,2,104,1007,3,4008,2025-04-05 16:00:00,2025-04-06 04:00:00,2025-04-06 00:00:00,13.116062,77.69197,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
584,110053038202500584,202500584,2025-11-11 19:00:00,9180,3038,1005,1,2,103,1005,3,4002,2025-11-11 02:00:00,2025-11-11 06:00:00,2025-11-11 19:00:00,13.048771,77.503371,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
585,110043030202500585,202500585,2025-03-08 13:00:00,9048,3030,1004,1,2,102,1003,3,4001,2025-03-07 06:00:00,2025-03-07 14:00:00,2025-03-08 13:00:00,12.952991,77.502569,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
586,110023010202500586,202500586,2025-11-12 03:00:00,9224,3010,1002,1,2,102,1003,3,4013,2025-11-11 04:00:00,2025-11-11 08:00:00,2025-11-12 03:00:00,13.030727,77.669909,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
587,110043026202500587,202500587,2025-05-10 15:00:00,9126,3026,1004,1,1,104,1007,3,4010,2025-05-09 22:00:00,2025-05-10 00:00:00,2025-05-10 15:00:00,12.822916,77.579422,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
588,110023013202500588,202500588,2025-02-04 16:00:00,9362,3013,1002,1,1,102,1004,3,4010,2025-02-03 16:00:00,2025-02-03 18:00:00,2025-02-04 16:00:00,13.103483,77.478279,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
589,110023016202500589,202500589,2025-08-26 21:00:00,9297,3016,1002,1,2,102,1003,2,4003,2025-08-25 14:00:00,2025-08-25 21:00:00,2025-08-26 21:00:00,13.089602,77.465042,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
590,110023016202500590,202500590,2025-12-02 20:00:00,9185,3016,1002,1,2,102,1003,1,4006,2025-12-02 11:00:00,2025-12-02 21:00:00,2025-12-02 20:00:00,13.090033,77.630536,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
591,110013008202500591,202500591,2025-10-23 13:00:00,9298,3008,1001,1,2,103,1006,3,4009,2025-10-22 02:00:00,2025-10-22 03:00:00,2025-10-23 13:00:00,12.843433,77.504664,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
592,110013008202600592,202600592,2026-03-20 03:00:00,9171,3008,1001,1,1,101,1001,3,4015,2026-03-19 22:00:00,2026-03-20 01:00:00,2026-03-20 03:00:00,12.960953,77.44666,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
593,110013007202500593,202500593,2025-12-11 03:00:00,9185,3007,1001,1,2,103,1005,1,4012,2025-12-10 20:00:00,2025-12-11 05:00:00,2025-12-11 03:00:00,13.118308,77.651794,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
594,110043027202500594,202500594,2025-11-11 14:00:00,9239,3027,1004,1,1,101,1001,1,4014,2025-11-10 07:00:00,2025-11-10 10:00:00,2025-11-11 14:00:00,12.975304,77.604216,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
595,110053037202500595,202500595,2025-02-02 19:00:00,9244,3037,1005,1,2,104,1007,3,4009,2025-02-01 20:00:00,2025-02-02 01:00:00,2025-02-02 19:00:00,13.081439,77.725408,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
596,110043031202500596,202500596,2025-06-30 15:00:00,9191,3031,1004,1,2,103,1005,2,4015,2025-06-29 22:00:00,2025-06-30 02:00:00,2025-06-30 15:00:00,13.067173,77.485845,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
597,110023012202500597,202500597,2025-10-25 04:00:00,9335,3012,1002,1,1,103,1006,2,4011,2025-10-25 02:00:00,2025-10-25 14:00:00,2025-10-25 04:00:00,13.059763,77.638139,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
598,110013006202500598,202500598,2025-12-29 09:00:00,9350,3006,1001,1,2,102,1003,3,4011,2025-12-28 14:00:00,2025-12-29 00:00:00,2025-12-29 09:00:00,12.842362,77.494649,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
599,110043029202500599,202500599,2025-03-06 04:00:00,9169,3029,1004,1,2,103,1005,1,4005,2025-03-05 03:00:00,2025-03-05 14:00:00,2025-03-06 04:00:00,13.098524,77.468102,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
600,110033023202500600,202500600,2025-11-07 15:00:00,9045,3023,1003,1,2,104,1007,3,4011,2025-11-05 21:00:00,2025-11-05 23:00:00,2025-11-07 15:00:00,12.90359,77.581789,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
601,110053035202500601,202500601,2025-02-26 22:00:00,9228,3035,1005,1,1,101,1001,3,4001,2025-02-25 00:00:00,2025-02-25 09:00:00,2025-02-26 22:00:00,12.915032,77.644512,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
602,110023009202500602,202500602,2025-02-22 17:00:00,9234,3009,1002,1,2,102,1003,2,4012,2025-02-22 04:00:00,2025-02-22 06:00:00,2025-02-22 17:00:00,13.045087,77.630454,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
603,110043031202500603,202500603,2025-07-06 08:00:00,9105,3031,1004,1,2,104,1007,2,4007,2025-07-04 19:00:00,2025-07-05 00:00:00,2025-07-06 08:00:00,13.022064,77.72994,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
604,110053039202600604,202600604,2026-03-04 18:00:00,9390,3039,1005,1,2,104,1007,2,4003,2026-03-02 22:00:00,2026-03-03 09:00:00,2026-03-04 18:00:00,12.952329,77.449406,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
605,110043031202500605,202500605,2025-05-20 09:00:00,9223,3031,1004,1,1,103,1005,3,4012,2025-05-18 13:00:00,2025-05-18 17:00:00,2025-05-20 09:00:00,13.086528,77.468592,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
606,110023011202500606,202500606,2025-10-18 01:00:00,9363,3011,1002,1,1,104,1007,1,4003,2025-10-16 10:00:00,2025-10-16 19:00:00,2025-10-18 01:00:00,12.873725,77.561104,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
607,110033019202500607,202500607,2025-04-05 09:00:00,9377,3019,1003,1,2,103,1005,3,4015,2025-04-05 06:00:00,2025-04-05 14:00:00,2025-04-05 09:00:00,12.888857,77.623597,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
608,110043031202600608,202600608,2026-02-12 09:00:00,9035,3031,1004,1,2,104,1007,2,4011,2026-02-10 10:00:00,2026-02-10 16:00:00,2026-02-12 09:00:00,12.926948,77.61793,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
609,110013003202500609,202500609,2025-10-21 06:00:00,9146,3003,1001,1,2,103,1005,1,4003,2025-10-21 02:00:00,2025-10-21 11:00:00,2025-10-21 06:00:00,13.016032,77.484365,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
610,110033017202600610,202600610,2026-01-02 13:00:00,9288,3017,1003,1,1,104,1007,3,4012,2026-01-01 22:00:00,2026-01-02 08:00:00,2026-01-02 13:00:00,12.879241,77.704056,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
611,110053039202500611,202500611,2025-12-05 18:00:00,9227,3039,1005,1,1,101,1002,3,4007,2025-12-04 07:00:00,2025-12-04 13:00:00,2025-12-05 18:00:00,13.113701,77.575144,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
612,110013006202500612,202500612,2025-06-07 03:00:00,9331,3006,1001,1,2,103,1006,3,4006,2025-06-06 10:00:00,2025-06-06 19:00:00,2025-06-07 03:00:00,13.0148,77.711198,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
613,110023009202500613,202500613,2025-03-07 15:00:00,9178,3009,1002,1,1,104,1007,2,4002,2025-03-05 19:00:00,2025-03-06 07:00:00,2025-03-07 15:00:00,12.986271,77.495428,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
614,110033017202500614,202500614,2025-08-30 21:00:00,9338,3017,1003,1,1,102,1003,3,4006,2025-08-30 00:00:00,2025-08-30 09:00:00,2025-08-30 21:00:00,13.05377,77.51211,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
615,110053040202600615,202600615,2026-02-03 09:00:00,9242,3040,1005,1,1,101,1002,1,4003,2026-02-02 10:00:00,2026-02-02 22:00:00,2026-02-03 09:00:00,12.968021,77.635108,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
616,110033024202500616,202500616,2025-10-25 00:00:00,9221,3024,1003,1,2,102,1004,1,4012,2025-10-24 12:00:00,2025-10-24 13:00:00,2025-10-25 00:00:00,12.965695,77.514843,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
617,110013001202500617,202500617,2025-06-25 16:00:00,9397,3001,1001,1,1,101,1001,3,4008,2025-06-24 18:00:00,2025-06-24 23:00:00,2025-06-25 16:00:00,13.08589,77.631686,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
618,110023013202500618,202500618,2025-08-09 20:00:00,9159,3013,1002,1,2,103,1006,3,4014,2025-08-09 07:00:00,2025-08-09 08:00:00,2025-08-09 20:00:00,12.84191,77.52568,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
619,110053035202600619,202600619,2026-01-21 01:00:00,9264,3035,1005,1,2,104,1007,2,4010,2026-01-19 03:00:00,2026-01-19 04:00:00,2026-01-21 01:00:00,13.054465,77.472264,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
620,110043027202500620,202500620,2025-03-08 00:00:00,9032,3027,1004,1,1,104,1007,1,4014,2025-03-06 03:00:00,2025-03-06 10:00:00,2025-03-08 00:00:00,12.841936,77.505119,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
621,110033024202500621,202500621,2025-02-07 11:00:00,9189,3024,1003,1,1,101,1001,3,4010,2025-02-05 11:00:00,2025-02-05 13:00:00,2025-02-07 11:00:00,12.944853,77.697625,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
622,110023009202500622,202500622,2025-05-14 11:00:00,9336,3009,1002,1,1,104,1007,3,4013,2025-05-14 04:00:00,2025-05-14 13:00:00,2025-05-14 11:00:00,12.948345,77.700592,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
623,110013006202600623,202600623,2026-03-01 07:00:00,9341,3006,1001,1,2,104,1007,2,4013,2026-02-28 04:00:00,2026-02-28 14:00:00,2026-03-01 07:00:00,13.054744,77.64851,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
624,110033024202500624,202500624,2025-04-14 09:00:00,9012,3024,1003,1,1,101,1002,2,4011,2025-04-12 17:00:00,2025-04-13 03:00:00,2025-04-14 09:00:00,13.097127,77.614706,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
625,110043032202500625,202500625,2025-06-19 04:00:00,9084,3032,1004,1,2,104,1007,1,4012,2025-06-17 21:00:00,2025-06-18 06:00:00,2025-06-19 04:00:00,12.840732,77.732278,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
626,110043029202600626,202600626,2026-01-06 01:00:00,9184,3029,1004,1,1,104,1007,1,4004,2026-01-05 19:00:00,2026-01-06 00:00:00,2026-01-06 01:00:00,13.0787,77.619003,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
627,110023011202500627,202500627,2025-01-06 23:00:00,9200,3011,1002,1,2,102,1004,3,4004,2025-01-06 06:00:00,2025-01-06 13:00:00,2025-01-06 23:00:00,12.894345,77.457276,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
628,110023013202500628,202500628,2025-03-02 22:00:00,9115,3013,1002,1,2,103,1005,2,4003,2025-03-01 09:00:00,2025-03-01 13:00:00,2025-03-02 22:00:00,12.892548,77.73283,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
629,110053036202500629,202500629,2025-02-27 15:00:00,9172,3036,1005,1,1,104,1007,1,4001,2025-02-25 15:00:00,2025-02-25 16:00:00,2025-02-27 15:00:00,13.114498,77.47222,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
630,110043027202600630,202600630,2026-02-24 05:00:00,9240,3027,1004,1,2,104,1007,2,4009,2026-02-23 13:00:00,2026-02-23 14:00:00,2026-02-24 05:00:00,13.07486,77.462375,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
631,110043029202500631,202500631,2025-03-15 13:00:00,9375,3029,1004,1,2,104,1007,2,4012,2025-03-14 19:00:00,2025-03-15 07:00:00,2025-03-15 13:00:00,12.934864,77.663752,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
632,110043026202500632,202500632,2025-08-12 10:00:00,9230,3026,1004,1,1,102,1004,2,4012,2025-08-12 01:00:00,2025-08-12 07:00:00,2025-08-12 10:00:00,13.068215,77.728596,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
633,110043029202500633,202500633,2025-05-22 07:00:00,9058,3029,1004,1,2,104,1007,2,4003,2025-05-20 10:00:00,2025-05-20 15:00:00,2025-05-22 07:00:00,12.859314,77.687642,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
634,110053036202500634,202500634,2025-10-28 22:00:00,9096,3036,1005,1,2,104,1007,1,4009,2025-10-28 17:00:00,2025-10-29 04:00:00,2025-10-28 22:00:00,12.937406,77.527442,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
635,110033019202500635,202500635,2025-08-23 07:00:00,9198,3019,1003,1,2,104,1007,2,4013,2025-08-22 16:00:00,2025-08-23 00:00:00,2025-08-23 07:00:00,12.986642,77.574052,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
636,110043025202500636,202500636,2025-05-27 14:00:00,9130,3025,1004,1,2,101,1001,3,4006,2025-05-26 10:00:00,2025-05-26 15:00:00,2025-05-27 14:00:00,13.034803,77.652836,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
637,110053033202500637,202500637,2025-12-06 03:00:00,9197,3033,1005,1,1,103,1005,2,4005,2025-12-04 22:00:00,2025-12-04 23:00:00,2025-12-06 03:00:00,13.083782,77.560788,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
638,110013002202500638,202500638,2025-04-15 09:00:00,9074,3002,1001,1,1,101,1002,3,4003,2025-04-13 23:00:00,2025-04-14 10:00:00,2025-04-15 09:00:00,12.96824,77.619605,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
639,110033022202600639,202600639,2026-02-17 10:00:00,9022,3022,1003,1,1,102,1004,1,4015,2026-02-17 08:00:00,2026-02-17 19:00:00,2026-02-17 10:00:00,12.851152,77.531328,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
640,110013006202500640,202500640,2025-12-31 07:00:00,9166,3006,1001,1,1,104,1007,3,4008,2025-12-29 23:00:00,2025-12-30 04:00:00,2025-12-31 07:00:00,12.977836,77.466292,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
641,110053034202500641,202500641,2025-02-23 06:00:00,9355,3034,1005,1,2,104,1007,1,4005,2025-02-22 01:00:00,2025-02-22 07:00:00,2025-02-23 06:00:00,13.028058,77.681889,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
642,110023012202500642,202500642,2025-05-02 11:00:00,9308,3012,1002,1,1,104,1007,1,4009,2025-05-01 11:00:00,2025-05-01 14:00:00,2025-05-02 11:00:00,12.943917,77.681009,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
643,110043026202600643,202600643,2026-02-15 06:00:00,9251,3026,1004,1,1,104,1007,1,4015,2026-02-13 19:00:00,2026-02-13 21:00:00,2026-02-15 06:00:00,12.88827,77.630329,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
644,110043031202500644,202500644,2025-04-12 12:00:00,9272,3031,1004,1,2,104,1007,3,4014,2025-04-11 12:00:00,2025-04-11 13:00:00,2025-04-12 12:00:00,12.983032,77.631631,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
645,110013005202500645,202500645,2025-01-29 11:00:00,9147,3005,1001,1,1,101,1001,3,4008,2025-01-28 12:00:00,2025-01-28 20:00:00,2025-01-29 11:00:00,12.843914,77.506696,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
646,110023016202500646,202500646,2025-01-30 20:00:00,9185,3016,1002,1,2,104,1007,1,4006,2025-01-29 16:00:00,2025-01-29 19:00:00,2025-01-30 20:00:00,13.040281,77.627967,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
647,110053033202500647,202500647,2025-07-04 09:00:00,9341,3033,1005,1,2,102,1003,1,4009,2025-07-02 10:00:00,2025-07-02 15:00:00,2025-07-04 09:00:00,13.062326,77.486028,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
648,110033017202500648,202500648,2025-05-29 19:00:00,9399,3017,1003,1,2,102,1004,1,4008,2025-05-29 15:00:00,2025-05-30 03:00:00,2025-05-29 19:00:00,12.916135,77.705198,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
649,110053037202500649,202500649,2025-01-12 19:00:00,9200,3037,1005,1,2,104,1007,1,4012,2025-01-12 00:00:00,2025-01-12 01:00:00,2025-01-12 19:00:00,13.074017,77.483739,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
650,110053037202500650,202500650,2025-04-14 14:00:00,9215,3037,1005,1,2,101,1002,3,4015,2025-04-12 17:00:00,2025-04-12 18:00:00,2025-04-14 14:00:00,12.92085,77.667746,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
651,110053035202500651,202500651,2025-06-24 17:00:00,9320,3035,1005,1,1,102,1004,2,4007,2025-06-23 01:00:00,2025-06-23 12:00:00,2025-06-24 17:00:00,12.934249,77.668454,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
652,110023010202500652,202500652,2025-07-31 06:00:00,9136,3010,1002,1,1,104,1007,1,4010,2025-07-31 04:00:00,2025-07-31 05:00:00,2025-07-31 06:00:00,13.111319,77.485841,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
653,110013002202500653,202500653,2025-08-10 23:00:00,9396,3002,1001,1,2,102,1004,3,4004,2025-08-09 00:00:00,2025-08-09 05:00:00,2025-08-10 23:00:00,13.079487,77.661087,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
654,110053039202500654,202500654,2025-04-09 13:00:00,9342,3039,1005,1,1,103,1005,1,4004,2025-04-08 20:00:00,2025-04-09 05:00:00,2025-04-09 13:00:00,13.02683,77.630249,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
655,110023014202500655,202500655,2025-08-29 23:00:00,9079,3014,1002,1,1,104,1007,3,4001,2025-08-29 05:00:00,2025-08-29 09:00:00,2025-08-29 23:00:00,13.042459,77.531799,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
656,110013006202500656,202500656,2025-02-19 10:00:00,9065,3006,1001,1,2,101,1001,2,4010,2025-02-18 14:00:00,2025-02-18 17:00:00,2025-02-19 10:00:00,12.89545,77.649587,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
657,110033023202600657,202600657,2026-03-10 11:00:00,9325,3023,1003,1,1,103,1005,2,4001,2026-03-09 11:00:00,2026-03-09 22:00:00,2026-03-10 11:00:00,12.908394,77.718875,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
658,110053039202500658,202500658,2025-09-12 03:00:00,9124,3039,1005,1,2,102,1004,2,4006,2025-09-11 14:00:00,2025-09-12 00:00:00,2025-09-12 03:00:00,13.097579,77.549611,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
659,110013008202500659,202500659,2025-08-09 23:00:00,9317,3008,1001,1,2,104,1007,3,4015,2025-08-08 11:00:00,2025-08-08 17:00:00,2025-08-09 23:00:00,13.051674,77.60887,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
660,110043025202600660,202600660,2026-01-13 09:00:00,9374,3025,1004,1,1,101,1002,2,4006,2026-01-12 14:00:00,2026-01-12 20:00:00,2026-01-13 09:00:00,12.90043,77.551724,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
661,110023012202500661,202500661,2025-06-16 19:00:00,9056,3012,1002,1,2,103,1006,1,4005,2025-06-15 03:00:00,2025-06-15 11:00:00,2025-06-16 19:00:00,12.880417,77.452229,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
662,110043026202600662,202600662,2026-03-13 06:00:00,9397,3026,1004,1,2,101,1002,3,4004,2026-03-12 13:00:00,2026-03-12 20:00:00,2026-03-13 06:00:00,12.960884,77.635211,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
663,110013007202500663,202500663,2025-06-24 19:00:00,9178,3007,1001,1,1,104,1007,3,4002,2025-06-22 23:00:00,2025-06-23 04:00:00,2025-06-24 19:00:00,13.018926,77.451897,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
664,110013005202500664,202500664,2025-05-28 10:00:00,9249,3005,1001,1,1,101,1001,3,4006,2025-05-27 20:00:00,2025-05-28 02:00:00,2025-05-28 10:00:00,13.07399,77.685489,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
665,110013004202500665,202500665,2025-08-04 05:00:00,9196,3004,1001,1,1,104,1007,1,4011,2025-08-03 16:00:00,2025-08-03 22:00:00,2025-08-04 05:00:00,12.943168,77.687349,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
666,110033024202600666,202600666,2026-02-17 07:00:00,9128,3024,1003,1,2,103,1005,2,4007,2026-02-15 08:00:00,2026-02-15 14:00:00,2026-02-17 07:00:00,13.089383,77.486826,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
667,110053040202500667,202500667,2025-02-06 08:00:00,9129,3040,1005,1,1,103,1006,3,4015,2025-02-05 14:00:00,2025-02-05 22:00:00,2025-02-06 08:00:00,13.048747,77.658432,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
668,110013001202600668,202600668,2026-03-11 02:00:00,9382,3001,1001,1,1,103,1006,2,4002,2026-03-09 02:00:00,2026-03-09 13:00:00,2026-03-11 02:00:00,12.825766,77.677516,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
669,110023015202500669,202500669,2025-09-16 14:00:00,9130,3015,1002,1,1,104,1007,1,4006,2025-09-15 12:00:00,2025-09-15 19:00:00,2025-09-16 14:00:00,12.968716,77.453883,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
670,110053034202500670,202500670,2025-11-01 21:00:00,9319,3034,1005,1,2,101,1002,1,4011,2025-11-01 06:00:00,2025-11-01 12:00:00,2025-11-01 21:00:00,12.844741,77.502837,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
671,110053039202500671,202500671,2025-07-15 15:00:00,9144,3039,1005,1,1,104,1007,2,4004,2025-07-15 06:00:00,2025-07-15 11:00:00,2025-07-15 15:00:00,12.985152,77.449215,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
672,110033024202500672,202500672,2025-06-09 13:00:00,9096,3024,1003,1,1,102,1003,3,4001,2025-06-07 17:00:00,2025-06-07 23:00:00,2025-06-09 13:00:00,12.944553,77.528878,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
673,110053038202600673,202600673,2026-02-12 16:00:00,9140,3038,1005,1,2,102,1004,3,4013,2026-02-12 07:00:00,2026-02-12 19:00:00,2026-02-12 16:00:00,12.876079,77.741832,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
674,110043027202500674,202500674,2025-07-29 06:00:00,9099,3027,1004,1,2,104,1007,1,4012,2025-07-28 12:00:00,2025-07-28 15:00:00,2025-07-29 06:00:00,13.035661,77.536579,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
675,110023016202600675,202600675,2026-01-10 07:00:00,9314,3016,1002,1,1,102,1003,3,4015,2026-01-09 13:00:00,2026-01-09 18:00:00,2026-01-10 07:00:00,12.938427,77.555928,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
676,110043028202500676,202500676,2025-08-05 14:00:00,9308,3028,1004,1,1,103,1005,1,4006,2025-08-04 21:00:00,2025-08-05 03:00:00,2025-08-05 14:00:00,12.832936,77.602403,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
677,110033019202600677,202600677,2026-01-22 04:00:00,9348,3019,1003,1,1,101,1001,3,4008,2026-01-20 21:00:00,2026-01-21 06:00:00,2026-01-22 04:00:00,12.927624,77.508035,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
678,110023012202600678,202600678,2026-03-26 05:00:00,9145,3012,1002,1,1,103,1005,1,4006,2026-03-24 08:00:00,2026-03-24 17:00:00,2026-03-26 05:00:00,12.893209,77.547422,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
679,110023012202500679,202500679,2025-06-07 06:00:00,9351,3012,1002,1,2,101,1002,1,4003,2025-06-06 21:00:00,2025-06-07 06:00:00,2025-06-07 06:00:00,13.120116,77.621569,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
680,110013006202500680,202500680,2025-04-10 01:00:00,9099,3006,1001,1,2,102,1004,1,4004,2025-04-09 18:00:00,2025-04-10 04:00:00,2025-04-10 01:00:00,13.000177,77.670042,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
