CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
509,IT_ACT,66D,1,1
509,IPC,20,1,2
510,POCSO,392,1,1
510,IT_ACT,66D,1,2
510,IT_ACT,457,1,3
511,NDPS,457,1,1
511,NDPS,379,1,2
511,NDPS,392,1,3
512,IT_ACT,392,1,1
513,IT_ACT,20,1,1
513,IT_ACT,392,1,2
514,IT_ACT,457,1,1
514,POCSO,392,1,2
514,POCSO,379,1,3
515,POCSO,302,1,1
515,NDPS,457,1,2
515,NDPS,379,1,3
516,NDPS,457,1,1
516,IPC,66D,1,2
517,IPC,379,1,1
518,NDPS,457,1,1
518,POCSO,20,1,2
519,IPC,457,1,1
519,IT_ACT,66C,1,2
520,NDPS,302,1,1
520,NDPS,457,1,2
520,NDPS,66D,1,3
521,NDPS,302,1,1
521,IPC,379,1,2
521,NDPS,66C,1,3
522,NDPS,66C,1,1
523,POCSO,457,1,1
524,NDPS,379,1,1
525,NDPS,457,1,1
525,IPC,392,1,2
526,POCSO,66D,1,1
526,POCSO,66C,1,2
527,IT_ACT,392,1,1
527,IT_ACT,392,1,2
527,NDPS,302,1,3
528,IPC,66D,1,1
529,NDPS,457,1,1
529,IT_ACT,302,1,2
529,IPC,379,1,3
530,POCSO,66D,1,1
530,POCSO,66C,1,2
531,POCSO,66C,1,1
532,NDPS,392,1,1
532,POCSO,457,1,2
533,IT_ACT,457,1,1
534,IT_ACT,66D,1,1
534,IT_ACT,66C,1,2
535,POCSO,66D,1,1
535,IT_ACT,379,1,2
535,IT_ACT,379,1,3
536,NDPS,66D,1,1
536,IPC,379,1,2
537,IPC,20,1,1
538,NDPS,66D,1,1
538,POCSO,66C,1,2
539,NDPS,20,1,1
539,IT_ACT,457,1,2
539,POCSO,20,1,3
540,NDPS,66D,1,1
540,IPC,379,1,2
541,NDPS,302,1,1
542,POCSO,302,1,1
542,IT_ACT,457,1,2
542,NDPS,66C,1,3
543,POCSO,20,1,1
543,NDPS,392,1,2
543,POCSO,20,1,3
544,POCSO,392,1,1
545,IT_ACT,66C,1,1
546,IPC,379,1,1
547,NDPS,302,1,1
547,IPC,457,1,2
548,POCSO,379,1,1
549,NDPS,302,1,1
549,IPC,66C,1,2
550,NDPS,20,1,1
550,IPC,66C,1,2
551,IPC,379,1,1
551,NDPS,66D,1,2
552,IPC,20,1,1
552,NDPS,457,1,2
552,NDPS,392,1,3
553,POCSO,66D,1,1
554,IPC,302,1,1
554,POCSO,20,1,2
555,NDPS,392,1,1
556,IPC,302,1,1
556,POCSO,20,1,2
556,NDPS,20,1,3
557,NDPS,66D,1,1
557,IT_ACT,457,1,2
558,IT_ACT,457,1,1
558,POCSO,392,1,2
559,IPC,379,1,1
559,POCSO,20,1,2
560,IPC,457,1,1
560,IT_ACT,20,1,2
561,POCSO,379,1,1
562,POCSO,457,1,1
562,NDPS,66D,1,2
562,NDPS,302,1,3
563,POCSO,457,1,1
563,IT_ACT,457,1,2
563,NDPS,392,1,3
564,IPC,66C,1,1
564,POCSO,66D,1,2
564,IT_ACT,379,1,3
565,POCSO,66D,1,1
565,NDPS,379,1,2
565,IPC,20,1,3
566,IT_ACT,66D,1,1
567,IT_ACT,379,1,1
568,POCSO,457,1,1
569,POCSO,392,1,1
569,IT_ACT,457,1,2
569,POCSO,302,1,3
570,POCSO,20,1,1
570,NDPS,457,1,2
571,IT_ACT,392,1,1
572,IPC,302,1,1
573,POCSO,66C,1,1
574,IPC,457,1,1
574,IT_ACT,66C,1,2
575,POCSO,392,1,1
575,IT_ACT,379,1,2
576,IPC,379,1,1
576,IPC,66C,1,2
576,IPC,66D,1,3
577,IT_ACT,66C,1,1
578,NDPS,457,1,1
578,POCSO,457,1,2
579,NDPS,20,1,1
580,IPC,457,1,1
580,IT_ACT,379,1,2
580,IPC,457,1,3
581,POCSO,379,1,1
581,IT_ACT,302,1,2
582,NDPS,20,1,1
582,IPC,392,1,2
582,IT_ACT,20,1,3
583,IT_ACT,457,1,1
583,IT_ACT,66D,1,2
583,POCSO,20,1,3
584,NDPS,302,1,1
584,POCSO,20,1,2
585,NDPS,302,1,1
586,IPC,457,1,1
586,POCSO,66D,1,2
586,NDPS,302,1,3
587,POCSO,66C,1,1
588,NDPS,457,1,1
589,IPC,457,1,1
590,IT_ACT,392,1,1
591,IT_ACT,392,1,1
591,IT_ACT,457,1,2
591,NDPS,66D,1,3
592,IT_ACT,379,1,1
592,IPC,379,1,2
592,POCSO,379,1,3
593,IT_ACT,379,1,1
593,POCSO,379,1,2
594,NDPS,379,1,1
595,POCSO,20,1,1
596,IPC,302,1,1
596,IT_ACT,302,1,2
596,IT_ACT,302,1,3
597,IT_ACT,392,1,1
597,NDPS,379,1,2
597,IPC,457,1,3
598,IT_ACT,379,1,1
599,IT_ACT,379,1,1
599,POCSO,302,1,2
600,NDPS,392,1,1
600,NDPS,20,1,2
601,IT_ACT,379,1,1
601,IT_ACT,66C,1,2
602,NDPS,379,1,1
602,IT_ACT,66D,1,2
603,IPC,379,1,1
603,IT_ACT,66D,1,2
603,IT_ACT,379,1,3
604,IT_ACT,20,1,1
605,POCSO,20,1,1
606,IPC,302,1,1
606,IT_ACT,379,1,2
607,NDPS,66C,1,1
608,POCSO,20,1,1
609,IT_ACT,66C,1,1
609,NDPS,66D,1,2
610,IPC,379,1,1
611,IPC,66D,1,1
611,IPC,379,1,2
611,IPC,66C,1,3
612,NDPS,457,1,1
613,IT_ACT,66D,1,1
614,NDPS,66C,1,1
615,IT_ACT,66D,1,1
616,IT_ACT,379,1,1
616,IPC,302,1,2
616,NDPS,66D,1,3
617,NDPS,392,1,1
618,IPC,302,1,1
618,IT_ACT,66D,1,2
618,IT_ACT,66D,1,3
619,POCSO,20,1,1
620,IT_ACT,392,1,1
621,IPC,20,1,1
622,IPC,66D,1,1
623,POCSO,457,1,1
623,IT_ACT,66D,1,2
624,POCSO,457,1,1
625,POCSO,379,1,1
625,IPC,66C,1,2
626,IPC,66C,1,1
627,IT_ACT,302,1,1
628,POCSO,392,1,1
628,POCSO,302,1,2
629,POCSO,457,1,1
629,IT_ACT,20,1,2
630,IT_ACT,66D,1,1
630,IT_ACT,20,1,2
630,NDPS,66C,1,3
631,POCSO,302,1,1
632,IPC,379,1,1
633,NDPS,379,1,1
633,IT_ACT,20,1,2
634,IT_ACT,379,1,1
634,NDPS,66D,1,2
635,IPC,379,1,1
635,IPC,392,1,2
636,IPC,379,1,1
636,IT_ACT,66D,1,2
637,NDPS,379,1,1
637,NDPS,66D,1,2
637,NDPS,302,1,3
638,POCSO,20,1,1
639,IT_ACT,379,1,1
639,IT_ACT,302,1,2
640,IPC,302,1,1
640,NDPS,302,1,2
641,POCSO,302,1,1
641,IPC,379,1,2
642,IT_ACT,302,1,1
642,IT_ACT,66C,1,2
642,IT_ACT,66C,1,3
643,POCSO,457,1,1
644,IT_ACT,20,1,1
644,IT_ACT,457,1,2
645,NDPS,457,1,1
646,IPC,379,1,1
647,IPC,302,1,1
647,IPC,457,1,2
648,POCSO,20,1,1
649,IPC,20,1,1
649,NDPS,66C,1,2
649,POCSO,302,1,3
650,IPC,457,1,1
650,IT_ACT,392,1,2
650,IPC,302,1,3
651,POCSO,66C,1,1
651,IT_ACT,302,1,2
652,IPC,302,1,1
652,NDPS,379,1,2
653,NDPS,20,1,1
654,IT_ACT,379,1,1
654,POCSO,20,1,2
655,NDPS,457,1,1
655,NDPS,457,1,2
655,IPC,66C,1,3
656,POCSO,20,1,1
656,IPC,66C,1,2
657,POCSO,66D,1,1
657,IPC,457,1,2
657,IPC,66D,1,3
658,NDPS,66D,1,1
658,IPC,302,1,2
659,IT_ACT,20,1,1
659,IPC,379,1,2
660,POCSO,392,1,1
660,IPC,20,1,2
661,POCSO,457,1,1
662,POCSO,20,1,1
663,IT_ACT,66C,1,1
663,IT_ACT,20,1,2
663,IT_ACT,379,1,3
664,IPC,379,1,1
664,POCSO,66C,1,2
665,IPC,302,1,1
666,POCSO,20,1,1
666,POCSO,66D,1,2
667,NDPS,20,1,1
667,IT_ACT,66D,1,2
667,IT_ACT,20,1,3
668,IT_ACT,20,1,1
668,IPC,66C,1,2
669,POCSO,66D,1,1
670,IT_ACT,379,1,1
670,IPC,457,1,2
671,IPC,457,1,1
671,IPC,457,1,2
671,IT_ACT,66D,1,3
672,POCSO,20,1,1
673,IT_ACT,379,1,1
673,IT_ACT,392,1,2
674,NDPS,66C,1,1
674,POCSO,379,1,2
674,IT_ACT,392,1,3
675,POCSO,20,1,1
676,IPC,20,1,1
677,POCSO,66C,1,1
678,IPC,302,1,1
679,POCSO,457,1,1
679,POCSO,379,1,2
679,IPC,457,1,3
680,IPC,457,1,1
680,IPC,66C,1,2
680,NDPS,379,1,3
681,IT_ACT,379,1,1
682,POCSO,457,1,1
682,POCSO,20,1,2
683,IPC,302,1,1
684,IT_ACT,66C,1,1
685,IT_ACT,379,1,1
686,IT_ACT,392,1,1
686,IT_ACT,457,1,2
686,NDPS,457,1,3
687,POCSO,302,1,1
687,POCSO,457,1,2
688,NDPS,66C,1,1
688,POCSO,66C,1,2
688,POCSO,302,1,3
689,POCSO,66C,1,1
690,IPC,20,1,1
691,IPC,392,1,1
692,POCSO,379,1,1
692,IT_ACT,66C,1,2
693,IT_ACT,66D,1,1
694,IPC,66D,1,1
694,POCSO,457,1,2
695,IT_ACT,392,1,1
696,IT_ACT,379,1,1
697,POCSO,66D,1,1
698,IT_ACT,457,1,1
698,POCSO,302,1,2
699,IT_ACT,66D,1,1
700,NDPS,302,1,1
700,NDPS,379,1,2
700,IPC,66C,1,3
701,IT_ACT,392,1,1
701,POCSO,20,1,2
702,IT_ACT,20,1,1
703,POCSO,457,1,1
703,IPC,20,1,2
703,POCSO,66D,1,3
704,POCSO,457,1,1
704,POCSO,392,1,2
705,IPC,20,1,1
706,IT_ACT,66D,1,1
707,IPC,457,1,1
708,IPC,66D,1,1
709,NDPS,379,1,1
709,IT_ACT,392,1,2
709,IPC,392,1,3
710,NDPS,379,1,1
710,IPC,457,1,2
710,IT_ACT,457,1,3
711,IT_ACT,66C,1,1
711,IPC,66D,1,2
712,IT_ACT,66D,1,1
712,IT_ACT,302,1,2
713,IT_ACT,302,1,1
713,POCSO,66D,1,2
714,NDPS,392,1,1
714,POCSO,457,1,2
714,POCSO,392,1,3
715,IPC,392,1,1
715,NDPS,392,1,2
716,IT_ACT,379,1,1
716,IT_ACT,66C,1,2
716,POCSO,20,1,3
717,POCSO,457,1,1
718,POCSO,457,1,1
719,IT_ACT,457,1,1
720,IT_ACT,379,1,1
721,POCSO,66C,1,1
722,IPC,392,1,1
722,NDPS,379,1,2
722,IT_ACT,457,1,3
723,NDPS,302,1,1
723,IT_ACT,66C,1,2
723,NDPS,392,1,3
724,POCSO,379,1,1
724,NDPS,457,1,2
725,POCSO,66C,1,1
726,IT_ACT,20,1,1
726,POCSO,379,1,2
727,IT_ACT,20,1,1
728,IT_ACT,20,1,1
729,POCSO,20,1,1
730,POCSO,66D,1,1
730,IT_ACT,66C,1,2
731,NDPS,66C,1,1
731,POCSO,20,1,2
731,POCSO,379,1,3
732,NDPS,457,1,1
732,IPC,457,1,2
732,IPC,379,1,3
733,IT_ACT,66C,1,1
733,IT_ACT,457,1,2
734,IT_ACT,379,1,1
735,IPC,392,1,1
736,POCSO,302,1,1
737,NDPS,302,1,1
737,IT_ACT,392,1,2
738,POCSO,302,1,1
738,NDPS,302,1,2
738,POCSO,379,1,3
739,IT_ACT,302,1,1
740,IT_ACT,379,1,1
740,IT_ACT,66D,1,2
741,IPC,392,1,1
741,IPC,20,1,2
741,NDPS,20,1,3
742,IPC,379,1,1
743,POCSO,392,1,1
743,IPC,457,1,2
744,IPC,66D,1,1
744,IPC,66D,1,2
745,NDPS,66D,1,1
746,POCSO,20,1,1
746,NDPS,379,1,2
746,NDPS,66C,1,3
747,IPC,66C,1,1
748,NDPS,457,1,1
749,IPC,66C,1,1
749,NDPS,379,1,2
750,IPC,457,1,1
751,POCSO,66C,1,1
752,NDPS,66C,1,1
752,NDPS,457,1,2
752,NDPS,66D,1,3
753,POCSO,457,1,1
753,POCSO,302,1,2
754,IT_ACT,302,1,1
755,IT_ACT,392,1,1
755,IT_ACT,302,1,2
755,POCSO,457,1,3
756,NDPS,20,1,1
756,IT_ACT,392,1,2
756,NDPS,66C,1,3
757,IPC,20,1,1
757,IPC,379,1,2
758,IT_ACT,66C,1,1
758,IPC,457,1,2
758,IT_ACT,66D,1,3
759,NDPS,379,1,1
759,IT_ACT,457,1,2
760,NDPS,457,1,1
760,IPC,66C,1,2
761,IT_ACT,66C,1,1
761,POCSO,379,1,2
761,POCSO,66C,1,3
762,NDPS,302,1,1
763,IT_ACT,392,1,1
763,IT_ACT,302,1,2
763,IT_ACT,392,1,3
764,POCSO,392,1,1
765,IPC,66D,1,1
765,POCSO,457,1,2
765,NDPS,66D,1,3
766,POCSO,457,1,1
767,POCSO,302,1,1
767,IT_ACT,20,1,2
767,NDPS,392,1,3
768,NDPS,392,1,1
768,IT_ACT,379,1,2
769,NDPS,20,1,1
769,IT_ACT,66D,1,2
769,IT_ACT,66C,1,3
770,NDPS,457,1,1
770,IPC,379,1,2
770,IT_ACT,66D,1,3
771,IPC,302,1,1
772,NDPS,66C,1,1
772,IPC,20,1,2
772,IPC,379,1,3
773,IPC,66C,1,1
773,POCSO,66D,1,2
774,IT_ACT,379,1,1
774,IPC,302,1,2
775,POCSO,302,1,1
775,IT_ACT,457,1,2
775,NDPS,379,1,3
776,POCSO,392,1,1
777,IT_ACT,379,1,1
777,NDPS,66D,1,2
777,IPC,457,1,3
778,IPC,66D,1,1
778,POCSO,20,1,2
778,IPC,392,1,3
779,IPC,66C,1,1
780,POCSO,457,1,1
781,IPC,392,1,1
782,IT_ACT,392,1,1
782,IPC,302,1,2
782,NDPS,379,1,3
783,IT_ACT,20,1,1
783,IPC,66C,1,2
784,IPC,66D,1,1
784,IPC,66D,1,2
784,IPC,66C,1,3
785,IPC,379,1,1
786,POCSO,302,1,1
786,IPC,302,1,2
787,NDPS,392,1,1
788,IT_ACT,66C,1,1
788,IPC,392,1,2
788,POCSO,20,1,3
789,IT_ACT,302,1,1
789,IT_ACT,392,1,2
789,POCSO,20,1,3
790,IPC,66D,1,1
791,IPC,20,1,1
791,IT_ACT,379,1,2
792,POCSO,457,1,1
792,POCSO,392,1,2
793,NDPS,66D,1,1
793,IT_ACT,302,1,2
793,IPC,392,1,3
794,IT_ACT,379,1,1
794,NDPS,66D,1,2
794,IPC,20,1,3
795,IT_ACT,66D,1,1
795,NDPS,379,1,2
795,NDPS,20,1,3
796,IT_ACT,20,1,1
796,IPC,66D,1,2
796,NDPS,66D,1,3
797,IPC,302,1,1
797,NDPS,379,1,2
797,IPC,20,1,3
798,POCSO,302,1,1
798,IPC,392,1,2
798,NDPS,302,1,3
799,POCSO,66C,1,1
799,POCSO,392,1,2
800,NDPS,457,1,1
800,NDPS,302,1,2
800,IT_ACT,302,1,3
801,IPC,20,1,1
801,NDPS,66C,1,2
802,IT_ACT,392,1,1
802,POCSO,20,1,2
802,NDPS,20,1,3
803,IPC,302,1,1
803,NDPS,302,1,2
804,IPC,302,1,1
804,IPC,379,1,2
804,IT_ACT,66C,1,3
805,NDPS,66D,1,1
805,IPC,302,1,2
805,POCSO,20,1,3
806,POCSO,20,1,1
807,POCSO,302,1,1
807,IPC,379,1,2
807,IT_ACT,392,1,3
808,POCSO,66C,1,1
808,IT_ACT,66C,1,2
808,IPC,66C,1,3
809,NDPS,302,1,1
809,IT_ACT,66D,1,2
810,IT_ACT,66D,1,1
810,IT_ACT,20,1,2
811,IT_ACT,66C,1,1
812,IT_ACT,379,1,1
812,NDPS,392,1,2
812,IPC,66D,1,3
813,POCSO,457,1,1
813,POCSO,20,1,2
814,POCSO,379,1,1
814,IPC,66C,1,2
815,POCSO,66D,1,1
816,IPC,379,1,1
816,IPC,457,1,2
816,IT_ACT,66D,1,3
817,NDPS,457,1,1
818,POCSO,392,1,1
818,IT_ACT,392,1,2
819,IPC,66D,1,1
820,POCSO,379,1,1
820,IT_ACT,20,1,2
821,NDPS,66C,1,1
822,NDPS,66D,1,1
822,POCSO,66D,1,2
822,IT_ACT,66C,1,3
823,NDPS,20,1,1
823,POCSO,457,1,2
824,IPC,66C,1,1
825,NDPS,302,1,1
825,IT_ACT,457,1,2
826,POCSO,302,1,1
826,IPC,457,1,2
826,NDPS,379,1,3
827,NDPS,392,1,1
827,IT_ACT,66C,1,2
828,POCSO,302,1,1
828,NDPS,379,1,2
829,IT_ACT,392,1,1
829,POCSO,379,1,2
830,IT_ACT,302,1,1
830,IT_ACT,302,1,2
830,POCSO,66D,1,3
831,POCSO,302,1,1
831,NDPS,457,1,2
831,IT_ACT,379,1,3
832,IT_ACT,302,1,1
832,IT_ACT,66C,1,2
833,POCSO,20,1,1
834,IT_ACT,392,1,1
835,POCSO,20,1,1
836,POCSO,379,1,1
836,POCSO,379,1,2
836,IT_ACT,66C,1,3
837,IPC,66D,1,1
838,IPC,379,1,1
839,POCSO,392,1,1
840,IT_ACT,302,1,1
841,NDPS,20,1,1
841,NDPS,379,1,2
842,NDPS,20,1,1
842,IPC,20,1,2
842,NDPS,302,1,3
843,NDPS,457,1,1
843,IT_ACT,66C,1,2
843,POCSO,379,1,3
844,IPC,379,1,1
844,IT_ACT,379,1,2
844,IPC,20,1,3
845,POCSO,457,1,1
845,IPC,302,1,2
846,NDPS,379,1,1
847,NDPS,66D,1,1
847,POCSO,66C,1,2
847,IT_ACT,457,1,3
848,POCSO,379,1,1
848,POCSO,392,1,2
849,IT_ACT,20,1,1
849,IT_ACT,66D,1,2
849,POCSO,457,1,3
850,POCSO,66D,1,1
850,IT_ACT,66C,1,2
851,IT_ACT,379,1,1
851,IT_ACT,302,1,2
852,POCSO,66C,1,1
853,NDPS,66D,1,1
853,IT_ACT,66D,1,2
853,IPC,457,1,3
854,POCSO,392,1,1
855,POCSO,302,1,1
856,NDPS,457,1,1
856,POCSO,302,1,2
857,IPC,66D,1,1
857,IPC,302,1,2
858,IPC,302,1,1
858,NDPS,20,1,2
858,POCSO,457,1,3
859,IPC,66C,1,1
859,IT_ACT,66D,1,2
860,IPC,379,1,1
860,IT_ACT,392,1,2
861,IPC,66C,1,1
861,POCSO,20,1,2
862,NDPS,66C,1,1
862,IPC,66C,1,2
862,IPC,392,1,3
863,IPC,20,1,1
863,IT_ACT,20,1,2
864,NDPS,66D,1,1
865,IT_ACT,66C,1,1
866,NDPS,302,1,1
866,IPC,302,1,2
867,IPC,392,1,1
867,IT_ACT,457,1,2
867,POCSO,20,1,3
868,NDPS,392,1,1
868,NDPS,66D,1,2
869,IPC,392,1,1
869,IPC,66D,1,2
869,IPC,20,1,3
870,IPC,379,1,1
871,POCSO,20,1,1
871,NDPS,66C,1,2
872,POCSO,457,1,1
872,IT_ACT,392,1,2
873,IPC,379,1,1
874,POCSO,302,1,1
874,POCSO,392,1,2
874,IT_ACT,66C,1,3
875,POCSO,66C,1,1
875,IPC,379,1,2
876,POCSO,66D,1,1
876,IPC,66D,1,2
876,POCSO,379,1,3
877,NDPS,20,1,1
877,POCSO,457,1,2
877,POCSO,379,1,3
878,POCSO,66D,1,1
878,POCSO,20,1,2
878,IPC,66C,1,3
879,POCSO,66C,1,1
879,POCSO,66D,1,2
879,NDPS,66C,1,3
880,IT_ACT,20,1,1
881,IPC,392,1,1
882,IT_ACT,66D,1,1
883,IPC,66C,1,1
884,POCSO,457,1,1
884,IT_ACT,66D,1,2
884,NDPS,302,1,3
885,POCSO,302,1,1
885,IT_ACT,20,1,2
886,IPC,392,1,1
886,NDPS,302,1,2
886,IT_ACT,457,1,3
887,IT_ACT,392,1,1
887,NDPS,457,1,2
888,IPC,302,1,1
888,POCSO,379,1,2
888,NDPS,66C,1,3
889,IPC,66C,1,1
889,IPC,66C,1,2
890,NDPS,379,1,1
890,IPC,66C,1,2
890,POCSO,66C,1,3
891,POCSO,66D,1,1
891,NDPS,302,1,2
891,IT_ACT,379,1,3
892,NDPS,302,1,1
892,IPC,302,1,2
893,NDPS,379,1,1
893,IT_ACT,379,1,2
893,POCSO,66D,1,3
894,POCSO,379,1,1
894,IT_ACT,379,1,2
894,NDPS,302,1,3
895,IT_ACT,66D,1,1
895,POCSO,20,1,2
896,NDPS,66C,1,1
896,POCSO,302,1,2
897,POCSO,392,1,1
897,POCSO,457,1,2
898,IT_ACT,392,1,1
899,NDPS,66C,1,1
900,IT_ACT,20,1,1
900,POCSO,66D,1,2
901,IPC,392,1,1
901,IT_ACT,302,1,2
901,IT_ACT,66C,1,3
902,IT_ACT,66C,1,1
903,IPC,302,1,1
903,IT_ACT,379,1,2
903,IT_ACT,66D,1,3
904,IT_ACT,66D,1,1
905,POCSO,66C,1,1
905,NDPS,302,1,2
905,NDPS,20,1,3
906,NDPS,457,1,1
906,POCSO,302,1,2
907,NDPS,66D,1,1
908,POCSO,66D,1,1
909,IT_ACT,392,1,1
909,POCSO,20,1,2
910,POCSO,392,1,1
910,IPC,20,1,2
911,IPC,379,1,1
911,IPC,392,1,2
911,IPC,379,1,3
912,IT_ACT,66C,1,1
912,IPC,379,1,2
912,POCSO,302,1,3
913,IPC,66D,1,1
914,NDPS,302,1,1
915,IT_ACT,20,1,1
915,IPC,457,1,2
916,NDPS,379,1,1
917,NDPS,302,1,1
917,IT_ACT,66D,1,2
918,POCSO,392,1,1
918,IT_ACT,20,1,2
919,IT_ACT,379,1,1
920,IT_ACT,66D,1,1
920,IPC,66D,1,2
921,POCSO,379,1,1
921,IT_ACT,457,1,2
921,IT_ACT,302,1,3
922,NDPS,302,1,1
922,IT_ACT,20,1,2
922,NDPS,392,1,3
923,POCSO,379,1,1
923,NDPS,20,1,2
924,IT_ACT,66D,1,1
924,POCSO,20,1,2
924,IT_ACT,66D,1,3
925,NDPS,20,1,1
926,POCSO,379,1,1
927,IT_ACT,392,1,1
927,IT_ACT,392,1,2
928,IT_ACT,66C,1,1
928,POCSO,379,1,2
929,POCSO,302,1,1
930,IPC,20,1,1
930,IPC,457,1,2
930,NDPS,20,1,3
931,NDPS,457,1,1
931,POCSO,66D,1,2
931,IT_ACT,66D,1,3
932,POCSO,392,1,1
932,POCSO,302,1,2
932,POCSO,20,1,3
933,IPC,302,1,1
934,NDPS,66C,1,1
934,IT_ACT,302,1,2
935,IT_ACT,379,1,1
936,POCSO,66D,1,1
937,POCSO,20,1,1
937,IT_ACT,66C,1,2
938,POCSO,20,1,1
938,IPC,379,1,2
939,NDPS,66D,1,1
939,NDPS,20,1,2
939,POCSO,20,1,3
940,IPC,457,1,1
941,POCSO,392,1,1
942,IT_ACT,379,1,1
943,NDPS,457,1,1
943,NDPS,457,1,2
943,IPC,20,1,3
944,NDPS,20,1,1
944,NDPS,379,1,2
945,IT_ACT,379,1,1
945,IPC,379,1,2
946,IPC,66D,1,1
946,POCSO,392,1,2
946,NDPS,392,1,3
947,IT_ACT,66C,1,1
947,NDPS,20,1,2
947,NDPS,66D,1,3
948,NDPS,66D,1,1
948,IT_ACT,302,1,2
949,POCSO,66D,1,1
949,NDPS,66D,1,2
950,IPC,20,1,1
950,NDPS,20,1,2
950,NDPS,457,1,3
951,NDPS,66C,1,1
951,POCSO,392,1,2
952,POCSO,20,1,1
953,POCSO,392,1,1
953,IPC,66D,1,2
954,IPC,66C,1,1
954,IT_ACT,457,1,2
955,IT_ACT,379,1,1
955,IPC,20,1,2
956,NDPS,66D,1,1
956,IPC,66C,1,2
956,IT_ACT,379,1,3
957,IT_ACT,392,1,1
958,NDPS,457,1,1
958,NDPS,66C,1,2
959,IPC,66C,1,1
960,IPC,66C,1,1
960,IT_ACT,392,1,2
960,IT_ACT,66C,1,3
961,IT_ACT,66C,1,1
962,IT_ACT,66D,1,1
962,NDPS,379,1,2
963,IPC,379,1,1
963,POCSO,379,1,2
963,POCSO,20,1,3
964,POCSO,302,1,1
964,POCSO,302,1,2
964,IPC,379,1,3
965,IT_ACT,392,1,1
966,NDPS,379,1,1
967,IT_ACT,457,1,1
967,NDPS,20,1,2
968,NDPS,457,1,1
968,IT_ACT,66D,1,2
968,NDPS,457,1,3
969,POCSO,20,1,1
970,IT_ACT,20,1,1
971,NDPS,379,1,1
971,POCSO,302,1,2
971,IPC,392,1,3
972,IPC,66C,1,1
973,IPC,392,1,1
974,IT_ACT,66D,1,1
974,NDPS,66D,1,2
975,NDPS,302,1,1
975,NDPS,457,1,2
976,POCSO,379,1,1
976,NDPS,392,1,2
977,IT_ACT,457,1,1
977,NDPS,392,1,2
978,IPC,20,1,1
978,IT_ACT,20,1,2
979,NDPS,392,1,1
979,IPC,457,1,2
979,POCSO,66D,1,3
980,IPC,20,1,1
980,IT_ACT,302,1,2
980,IT_ACT,457,1,3
981,POCSO,20,1,1
981,POCSO,302,1,2
982,POCSO,392,1,1
982,NDPS,379,1,2
982,POCSO,457,1,3
983,IT_ACT,392,1,1
984,NDPS,379,1,1
984,NDPS,66C,1,2
984,POCSO,302,1,3
985,NDPS,66C,1,1
986,NDPS,66D,1,1
986,POCSO,66D,1,2
987,IPC,66C,1,1
988,NDPS,379,1,1
989,POCSO,392,1,1
989,NDPS,392,1,2
989,IT_ACT,20,1,3
990,IPC,457,1,1
990,POCSO,66C,1,2
991,IPC,66D,1,1
991,IPC,457,1,2
991,NDPS,379,1,3
992,NDPS,66C,1,1
993,POCSO,302,1,1
993,POCSO,66D,1,2
994,POCSO,20,1,1
994,IT_ACT,379,1,2
995,IT_ACT,392,1,1
995,POCSO,66D,1,2
995,IPC,379,1,3
996,IT_ACT,302,1,1
996,IT_ACT,66C,1,2
996,IPC,20,1,3
997,IT_ACT,66D,1,1
998,NDPS,66C,1,1
999,POCSO,66C,1,1
999,POCSO,20,1,2
999,IPC,379,1,3
1000,POCSO,457,1,1
1000,IT_ACT,302,1,2
1001,POCSO,66D,1,1
1001,POCSO,66C,1,2
1002,NDPS,457,1,1
1003,IT_ACT,66C,1,1
1004,NDPS,302,1,1
1004,POCSO,379,1,2
1005,POCSO,66C,1,1
1006,IPC,379,1,1
1006,POCSO,66C,1,2
1006,IPC,379,1,3
1007,NDPS,392,1,1
1007,IPC,66C,1,2
1008,IT_ACT,457,1,1
1008,POCSO,66C,1,2
1008,IT_ACT,66D,1,3
1009,POCSO,457,1,1
1010,IT_ACT,457,1,1
1011,IT_ACT,379,1,1
1011,IT_ACT,379,1,2
1011,IPC,66D,1,3
1012,POCSO,392,1,1
1013,IPC,302,1,1
1013,POCSO,20,1,2
1014,IT_ACT,457,1,1
1015,IPC,392,1,1
1015,IPC,392,1,2
1016,NDPS,66C,1,1
1016,IT_ACT,20,1,2
1017,IT_ACT,66D,1,1
1017,IPC,66D,1,2
1017,POCSO,66C,1,3
1018,IT_ACT,457,1,1
1018,POCSO,302,1,2
1018,IT_ACT,457,1,3
1019,IT_ACT,457,1,1
1019,IT_ACT,379,1,2
1019,IT_ACT,66D,1,3
1020,NDPS,20,1,1
1021,POCSO,66C,1,1
1021,IPC,20,1,2
1021,NDPS,392,1,3
1022,NDPS,302,1,1
1022,IT_ACT,392,1,2
1022,IT_ACT,66D,1,3
1023,POCSO,66D,1,1
1024,IPC,66C,1,1
1024,POCSO,20,1,2
1025,POCSO,302,1,1
1025,IPC,66D,1,2
1026,NDPS,66D,1,1
1026,IPC,379,1,2
1027,POCSO,66D,1,1
1027,NDPS,457,1,2
1028,IPC,66D,1,1
1028,POCSO,66C,1,2
1029,IPC,379,1,1
1030,POCSO,457,1,1
1031,NDPS,392,1,1
1031,NDPS,20,1,2
1031,NDPS,66D,1,3
1032,IPC,66D,1,1
1032,IT_ACT,379,1,2
1033,IT_ACT,20,1,1
1033,POCSO,392,1,2
