ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
354,532,2,2025-08-02 00:00:00,1,1001,3003,9132,4007,925,1,0
355,533,2,2025-10-28 23:00:00,1,1003,3024,9147,4009,926,1,0
356,534,1,2025-12-19 04:00:00,1,1001,3004,9235,4005,927,1,0
357,535,1,2025-05-27 03:00:00,1,1001,3008,9294,4015,929,1,0
358,536,2,2025-01-24 11:00:00,1,1001,3007,9105,4015,931,1,0
359,537,1,2025-11-06 02:00:00,1,1004,3027,9139,4010,933,1,0
360,538,2,2025-08-04 22:00:00,1,1004,3029,9094,4009,934,1,0
361,539,1,2025-07-19 21:00:00,1,1003,3023,9151,4001,935,1,0
362,540,1,2025-10-31 08:00:00,1,1003,3020,9018,4003,939,1,0
363,543,2,2025-06-28 04:00:00,1,1001,3003,9266,4003,943,1,0
364,545,1,2025-12-28 08:00:00,1,1005,3040,9223,4003,946,1,0
365,547,2,2026-01-12 02:00:00,1,1005,3039,9085,4014,948,1,0
366,549,2,2026-01-24 20:00:00,1,1001,3004,9264,4011,950,1,0
367,550,1,2025-09-21 20:00:00,1,1004,3026,9087,4012,955,1,0
368,551,2,2025-11-02 23:00:00,1,1003,3017,9348,4005,957,1,0
369,552,1,2025-04-17 17:00:00,1,1002,3016,9319,4015,960,1,0
370,553,2,2025-07-13 09:00:00,1,1002,3009,9120,4007,962,1,0
371,554,2,2025-04-08 06:00:00,1,1002,3016,9099,4014,966,1,0
372,555,1,2026-01-21 16:00:00,1,1004,3025,9282,4006,967,1,0
373,558,1,2025-09-10 06:00:00,1,1002,3011,9165,4012,972,1,0
374,560,1,2026-01-10 14:00:00,1,1005,3037,9286,4011,976,1,0
375,561,2,2025-05-17 21:00:00,1,1003,3022,9372,4015,980,1,0
376,563,1,2025-10-13 06:00:00,1,1005,3035,9169,4007,983,1,0
377,566,2,2026-02-21 13:00:00,1,1002,3016,9194,4013,990,1,0
378,567,2,2025-03-12 22:00:00,1,1002,3016,9126,4008,992,1,0
379,569,1,2025-04-24 02:00:00,1,1002,3012,9021,4006,998,1,0
380,572,1,2026-01-08 16:00:00,1,1003,3020,9205,4009,1001,1,0
381,575,1,2025-04-05 16:00:00,1,1004,3029,9092,4010,1008,1,0
382,576,2,2025-06-19 14:00:00,1,1005,3034,9340,4014,1009,1,0
383,577,1,2025-11-08 06:00:00,1,1001,3003,9398,4004,1011,1,0
384,578,2,2025-03-28 00:00:00,1,1002,3013,9170,4010,1012,1,0
385,579,2,2025-12-30 19:00:00,1,1003,3019,9231,4013,1013,1,0
386,582,1,2025-06-14 21:00:00,1,1004,3027,9284,4006,1022,1,0
387,583,1,2025-04-06 00:00:00,1,1003,3018,9270,4014,1023,1,0
388,584,2,2025-11-11 19:00:00,1,1005,3038,9290,4012,1025,1,0
389,585,1,2025-03-08 13:00:00,1,1004,3030,9001,4002,1029,1,0
390,587,1,2025-05-10 15:00:00,1,1004,3026,9296,4003,1031,1,0
391,589,1,2025-08-26 21:00:00,1,1002,3016,9084,4012,1033,1,0
392,591,2,2025-10-23 13:00:00,1,1001,3008,9397,4013,1037,1,0
393,592,1,2026-03-20 03:00:00,1,1001,3008,9129,4008,1038,1,0
394,593,2,2025-12-11 03:00:00,1,1001,3007,9375,4006,1039,1,0
395,594,1,2025-11-11 14:00:00,1,1004,3027,9238,4012,1041,1,0
396,595,2,2025-02-02 19:00:00,1,1005,3037,9157,4014,1042,1,0
397,598,1,2025-12-29 09:00:00,1,1001,3006,9364,4001,1047,1,0
398,599,2,2025-03-06 04:00:00,1,1004,3029,9003,4014,1048,1,0
399,601,1,2025-02-26 22:00:00,1,1005,3035,9336,4009,1052,1,0
400,603,2,2025-07-06 08:00:00,1,1004,3031,9289,4014,1054,1,0
401,606,1,2025-10-18 01:00:00,1,1002,3011,9275,4006,1059,1,0
402,607,2,2025-04-05 09:00:00,1,1003,3019,9219,4010,1060,1,0
403,608,1,2026-02-12 09:00:00,1,1004,3031,9394,4011,1063,1,0
404,609,2,2025-10-21 06:00:00,1,1001,3003,9386,4003,1066,1,0
405,612,2,2025-06-07 03:00:00,1,1001,3006,9196,4001,1071,1,0
406,613,1,2025-03-07 15:00:00,1,1002,3009,9239,4011,1073,1,0
407,616,2,2025-10-25 00:00:00,1,1003,3024,9025,4011,1077,1,0
408,617,2,2025-06-25 16:00:00,1,1001,3001,9115,4002,1079,1,0
409,618,1,2025-08-09 20:00:00,1,1002,3013,9091,4009,1083,1,0
410,620,1,2025-03-08 00:00:00,1,1004,3027,9080,4006,1088,1,0
411,621,2,2025-02-07 11:00:00,1,1003,3024,9191,4009,1089,1,0
412,624,2,2025-04-14 09:00:00,1,1003,3024,9225,4011,1096,1,0
413,629,2,2025-02-27 15:00:00,1,1005,3036,9141,4002,1107,1,0
414,630,1,2026-02-24 05:00:00,1,1004,3027,9344,4008,1108,1,0
415,631,1,2025-03-15 13:00:00,1,1004,3029,9277,4005,1110,1,0
416,632,2,2025-08-12 10:00:00,1,1004,3026,9268,4001,1111,1,0
417,634,1,2025-10-28 22:00:00,1,1005,3036,9111,4004,1115,1,0
418,636,2,2025-05-27 14:00:00,1,1004,3025,9333,4015,1119,1,0
419,638,2,2025-04-15 09:00:00,1,1001,3002,9299,4006,1122,1,0
420,640,2,2025-12-31 07:00:00,1,1001,3006,9302,4003,1125,1,0
421,641,1,2025-02-23 06:00:00,1,1005,3034,9058,4009,1126,1,0
422,644,2,2025-04-12 12:00:00,1,1004,3031,9006,4012,1133,1,0
423,645,2,2025-01-29 11:00:00,1,1001,3005,9356,4006,1134,1,0
424,647,2,2025-07-04 09:00:00,1,1005,3033,9164,4009,1136,1,0
425,648,2,2025-05-29 19:00:00,1,1003,3017,9096,4012,1137,1,0
426,649,2,2025-01-12 19:00:00,1,1005,3037,9122,4006,1138,1,0
427,650,1,2025-04-14 14:00:00,1,1005,3037,9370,4013,1140,1,0
428,651,2,2025-06-24 17:00:00,1,1005,3035,9296,4008,1141,1,0
429,652,1,2025-07-31 06:00:00,1,1002,3010,9129,4004,1143,1,0
430,653,2,2025-08-10 23:00:00,1,1001,3002,9147,4006,1144,1,0
431,654,2,2025-04-09 13:00:00,1,1005,3039,9082,4007,1145,1,0
432,655,2,2025-08-29 23:00:00,1,1002,3014,9337,4007,1146,1,0
433,656,2,2025-02-19 10:00:00,1,1001,3006,9210,4015,1147,1,0
434,657,1,2026-03-10 11:00:00,1,1003,3023,9257,4004,1148,1,0
435,659,1,2025-08-09 23:00:00,1,1001,3008,9131,4005,1153,1,0
436,662,2,2026-03-13 06:00:00,1,1004,3026,9367,4010,1161,1,0
437,665,2,2025-08-04 05:00:00,1,1001,3004,9193,4014,1167,1,0
438,666,2,2026-02-17 07:00:00,1,1003,3024,9295,4010,1169,1,0
439,667,2,2025-02-06 08:00:00,1,1005,3040,9081,4007,1170,1,0
440,668,1,2026-03-11 02:00:00,1,1001,3001,9218,4010,1171,1,0
441,669,2,2025-09-16 14:00:00,1,1002,3015,9218,4011,1172,1,0
442,671,2,2025-07-15 15:00:00,1,1005,3039,9307,4010,1177,1,0
443,673,2,2026-02-12 16:00:00,1,1005,3038,9006,4001,1180,1,0
444,674,2,2025-07-29 06:00:00,1,1004,3027,9088,4015,1183,1,0
445,675,2,2026-01-10 07:00:00,1,1002,3016,9252,4011,1184,1,0
446,676,2,2025-08-05 14:00:00,1,1004,3028,9377,4002,1186,1,0
447,677,1,2026-01-22 04:00:00,1,1003,3019,9127,4010,1188,1,0
448,678,2,2026-03-26 05:00:00,1,1002,3012,9173,4012,1189,1,0
449,679,1,2025-06-07 06:00:00,1,1002,3012,9381,4015,1191,1,0
450,680,2,2025-04-10 01:00:00,1,1001,3006,9398,4009,1192,1,0
451,681,1,2025-03-12 23:00:00,1,1002,3011,9097,4009,1196,1,0
452,683,2,2025-10-28 15:00:00,1,1003,3022,9259,4008,1198,1,0
453,684,1,2025-12-25 19:00:00,1,1004,3030,9197,4009,1201,1,0
454,685,2,2025-09-11 03:00:00,1,1002,3010,9395,4003,1204,1,0
455,687,1,2025-06-23 18:00:00,1,1004,3032,9088,4007,1207,1,0
456,688,1,2025-06-08 20:00:00,1,1002,3014,9115,4015,1209,1,0
457,689,2,2025-08-02 13:00:00,1,1002,3015,9359,4013,1210,1,0
458,690,2,2025-03-28 21:00:00,1,1001,3001,9186,4005,1213,1,0
459,691,2,2025-12-20 18:00:00,1,1003,3018,9167,4012,1216,1,0
460,692,2,2025-08-06 20:00:00,1,1004,3025,9026,4014,1217,1,0
461,693,2,2026-03-02 15:00:00,1,1005,3036,9073,4011,1220,1,0
462,694,1,2026-03-30 17:00:00,1,1005,3038,9326,4009,1223,1,0
463,695,2,2025-04-05 16:00:00,1,1004,3029,9231,4009,1225,1,0
464,696,1,2025-06-27 07:00:00,1,1002,3012,9386,4002,1230,1,0
465,697,1,2025-01-31 19:00:00,1,1005,3037,9286,4001,1231,1,0
466,698,1,2026-03-19 22:00:00,1,1002,3012,9360,4014,1233,1,0
467,699,2,2025-09-16 08:00:00,1,1003,3024,9397,4015,1234,1,0
468,700,2,2025-02-01 05:00:00,1,1002,3011,9087,4010,1235,1,0
469,701,1,2025-09-14 03:00:00,1,1004,3031,9077,4002,1238,1,0
470,702,1,2025-04-28 18:00:00,1,1004,3025,9173,4010,1240,1,0
471,703,1,2025-11-12 16:00:00,1,1001,3007,9121,4014,1242,1,0
472,704,2,2025-08-29 18:00:00,1,1002,3014,9159,4010,1243,1,0
473,705,1,2025-05-10 05:00:00,1,1004,3025,9208,4014,1244,1,0
474,706,1,2025-02-01 05:00:00,1,1005,3035,9197,4003,1245,1,0
475,707,2,2025-04-29 03:00:00,1,1005,3036,9389,4014,1246,1,0
476,708,1,2025-02-08 20:00:00,1,1002,3009,9224,4004,1248,1,0
477,709,1,2025-12-30 02:00:00,1,1005,3035,9360,4009,1251,1,0
478,710,2,2025-12-08 03:00:00,1,1005,3033,9053,4007,1253,1,0
479,711,1,2025-12-07 17:00:00,1,1003,3020,9045,4003,1254,1,0
480,713,2,2025-07-12 16:00:00,1,1004,3031,9096,4010,1258,1,0
481,714,1,2025-08-11 19:00:00,1,1004,3029,9151,4012,1263,1,0
482,716,1,2025-03-20 19:00:00,1,1005,3039,9237,4013,1267,1,0
483,717,2,2025-12-25 02:00:00,1,1004,3027,9318,4012,1268,1,0
484,721,1,2025-09-09 16:00:00,1,1003,3019,9086,4014,1273,1,0
485,722,1,2026-01-09 01:00:00,1,1001,3001,9007,4009,1274,1,0
486,723,2,2025-04-28 01:00:00,1,1004,3029,9150,4015,1276,1,0
487,725,2,2026-03-31 13:00:00,1,1002,3015,9034,4003,1279,1,0
488,727,1,2026-02-23 14:00:00,1,1004,3029,9289,4012,1284,1,0
489,728,2,2025-06-02 00:00:00,1,1001,3004,9222,4013,1287,1,0
490,731,2,2025-03-27 04:00:00,1,1004,3032,9259,4003,1293,1,0
491,733,2,2025-02-27 16:00:00,1,1004,3032,9183,4005,1296,1,0
492,734,1,2025-10-16 02:00:00,1,1005,3039,9224,4001,1298,1,0
493,736,2,2025-05-27 11:00:00,1,1003,3023,9344,4001,1301,1,0
494,737,2,2025-08-15 05:00:00,1,1003,3020,9067,4004,1303,1,0
495,738,1,2025-06-25 00:00:00,1,1005,3036,9198,4004,1304,1,0
496,739,1,2025-04-21 13:00:00,1,1003,3022,9130,4001,1307,1,0
497,742,2,2025-11-05 03:00:00,1,1004,3032,9261,4003,1311,1,0
498,743,2,2025-11-13 21:00:00,1,1004,3029,9258,4009,1314,1,0
499,744,1,2025-08-16 18:00:00,1,1001,3005,9168,4002,1315,1,0
500,747,2,2025-02-16 18:00:00,1,1003,3018,9103,4013,1319,1,0
501,749,2,2025-05-29 15:00:00,1,1002,3015,9194,4007,1321,1,0
502,750,2,2025-04-15 13:00:00,1,1001,3002,9247,4013,1322,1,0
503,751,2,2025-08-09 13:00:00,1,1003,3020,9190,4005,1324,1,0
504,752,2,2025-06-14 04:00:00,1,1005,3037,9281,4002,1325,1,0
505,753,1,2025-10-16 08:00:00,1,1005,3035,9301,4006,1328,1,0
506,754,2,2026-02-18 22:00:00,1,1002,3012,9263,4004,1330,1,0
507,756,2,2025-06-21 10:00:00,1,1003,3018,9021,4011,1334,1,0
508,757,2,2025-10-19 13:00:00,1,1004,3028,9155,4001,1335,1,0
509,759,1,2025-03-19 10:00:00,1,1002,3014,9319,4015,1339,1,0
510,760,2,2025-01-19 23:00:00,1,1004,3030,9209,4013,1341,1,0
511,761,1,2025-12-21 15:00:00,1,1003,3024,9019,4008,1343,1,0
512,762,1,2026-02-21 09:00:00,1,1004,3027,9027,4002,1344,1,0
513,763,1,2026-02-25 01:00:00,1,1005,3039,9324,4013,1346,1,0
514,765,2,2025-04-01 20:00:00,1,1002,3009,9275,4001,1350,1,0
515,766,1,2025-01-12 17:00:00,1,1002,3010,9212,4007,1351,1,0
516,767,1,2025-11-17 08:00:00,1,1003,3024,9373,4010,1354,1,0
517,768,1,2025-07-04 07:00:00,1,1001,3004,9103,4007,1355,1,0
518,769,2,2025-01-13 10:00:00,1,1001,3002,9122,4002,1356,1,0
519,770,2,2025-10-30 20:00:00,1,1004,3025,9282,4011,1357,1,0
520,771,2,2025-09-03 06:00:00,1,1004,3031,9202,4001,1359,1,0
521,772,2,2026-02-17 04:00:00,1,1005,3035,9051,4015,1361,1,0
522,773,1,2025-04-02 19:00:00,1,1002,3014,9124,4010,1364,1,0
523,775,1,2025-11-30 01:00:00,1,1005,3035,9378,4001,1367,1,0
524,777,2,2025-07-04 12:00:00,1,1005,3037,9343,4003,1371,1,0
525,779,2,2025-08-23 10:00:00,1,1003,3021,9314,4004,1374,1,0
526,780,1,2025-01-10 18:00:00,1,1005,3038,9055,4014,1376,1,0
527,781,2,2026-03-24 12:00:00,1,1001,3001,9144,4012,1377,1,0
528,782,2,2025-11-14 00:00:00,1,1005,3035,9325,4011,1378,1,0
529,783,1,2025-04-11 23:00:00,1,1004,3026,9200,4013,1380,1,0
530,784,1,2025-03-03 06:00:00,1,1005,3033,9014,4009,1381,1,0
531,785,2,2025-11-07 23:00:00,1,1002,3014,9344,4004,1382,1,0
532,787,1,2026-01-13 23:00:00,1,1001,3004,9171,4001,1385,1,0
533,788,1,2025-06-09 08:00:00,1,1004,3030,9325,4008,1386,1,0
534,789,2,2025-11-24 21:00:00,1,1003,3024,9370,4002,1388,1,0
535,790,2,2026-02-10 23:00:00,1,1003,3017,9284,4007,1389,1,0
536,791,2,2025-04-18 18:00:00,1,1003,3021,9247,4010,1392,1,0
537,793,2,2025-07-27 04:00:00,1,1004,3029,9180,4013,1396,1,0
538,794,1,2025-07-27 09:00:00,1,1001,3002,9225,4015,1399,1,0
539,796,1,2025-09-07 18:00:00,1,1003,3017,9046,4010,1402,1,0
540,797,2,2025-06-01 03:00:00,1,1001,3006,9359,4013,1403,1,0
541,798,2,2025-02-28 21:00:00,1,1005,3040,9298,4009,1407,1,0
542,799,1,2025-06-12 08:00:00,1,1004,3025,9110,4002,1408,1,0
543,800,1,2025-06-24 01:00:00,1,1002,3016,9168,4004,1409,1,0
544,803,1,2026-03-11 16:00:00,1,1003,3018,9361,4013,1415,1,0
545,805,1,2025-02-19 23:00:00,1,1002,3011,9246,4012,1419,1,0
546,806,2,2025-07-07 20:00:00,1,1002,3012,9058,4015,1421,1,0
547,809,1,2026-02-09 13:00:00,1,1004,3028,9212,4002,1428,1,0
548,810,1,2025-12-06 23:00:00,1,1001,3001,9122,4006,1431,1,0
549,811,2,2025-03-17 07:00:00,1,1003,3024,9276,4010,1433,1,0
550,812,2,2025-12-08 09:00:00,1,1005,3037,9177,4007,1435,1,0
551,813,1,2025-12-13 12:00:00,1,1003,3021,9022,4006,1437,1,0
552,814,1,2025-04-21 02:00:00,1,1002,3010,9245,4009,1439,1,0
553,815,2,2025-05-09 08:00:00,1,1005,3033,9102,4014,1440,1,0
554,816,2,2025-11-16 06:00:00,1,1001,3003,9185,4015,1442,1,0
555,818,2,2025-09-24 03:00:00,1,1002,3013,9298,4012,1448,1,0
556,819,2,2025-10-04 11:00:00,1,1001,3004,9187,4005,1450,1,0
557,821,2,2025-04-13 12:00:00,1,1003,3024,9039,4003,1452,1,0
558,823,2,2025-04-24 19:00:00,1,1003,3022,9101,4012,1456,1,0
559,825,2,2025-04-10 19:00:00,1,1001,3003,9345,4004,1458,1,0
560,827,1,2025-05-24 08:00:00,1,1001,3005,9338,4005,1460,1,0
561,828,2,2026-03-27 23:00:00,1,1002,3011,9380,4008,1461,1,0
562,829,1,2025-01-08 19:00:00,1,1002,3014,9104,4002,1462,1,0
563,832,1,2025-10-02 11:00:00,1,1001,3003,9012,4006,1465,1,0
564,833,1,2025-11-05 18:00:00,1,1004,3031,9304,4015,1467,1,0
565,835,2,2026-03-28 01:00:00,1,1001,3008,9143,4005,1469,1,0
566,836,2,2026-03-14 07:00:00,1,1001,3004,9360,4001,1471,1,0
567,837,2,2025-06-25 14:00:00,1,1005,3039,9078,4011,1472,1,0
568,840,1,2025-08-24 13:00:00,1,1002,3015,9249,4015,1475,1,0
569,841,1,2025-10-05 03:00:00,1,1004,3031,9337,4005,1477,1,0
570,842,2,2026-02-09 00:00:00,1,1004,3027,9166,4006,1478,1,0
571,844,1,2025-03-16 09:00:00,1,1004,3032,9057,4009,1480,1,0
572,845,1,2026-02-23 02:00:00,1,1003,3017,9193,4008,1483,1,0
573,846,2,2025-06-23 04:00:00,1,1001,3001,9110,4008,1485,1,0
574,847,1,2025-07-06 21:00:00,1,1003,3017,9137,4004,1486,1,0
575,848,1,2025-02-24 20:00:00,1,1005,3037,9021,4002,1489,1,0
576,849,2,2025-03-18 07:00:00,1,1004,3028,9281,4011,1492,1,0
577,850,1,2026-02-17 10:00:00,1,1005,3039,9320,4007,1494,1,0
578,853,2,2025-10-23 08:00:00,1,1005,3035,9143,4013,1498,1,0
579,854,1,2025-06-12 05:00:00,1,1002,3009,9003,4012,1500,1,0
580,855,1,2025-06-02 11:00:00,1,1003,3022,9382,4014,1502,1,0
581,856,2,2026-01-20 08:00:00,1,1004,3030,9037,4013,1506,1,0
582,859,2,2025-07-26 13:00:00,1,1001,3005,9313,4004,1511,1,0
583,860,2,2026-03-10 15:00:00,1,1001,3004,9221,4009,1512,1,0
584,861,2,2025-12-31 06:00:00,1,1004,3028,9123,4015,1515,1,0
585,862,2,2025-04-25 20:00:00,1,1003,3018,9174,4006,1516,1,0
586,864,1,2025-02-11 20:00:00,1,1002,3012,9119,4004,1521,1,0
587,865,2,2026-03-01 17:00:00,1,1002,3009,9398,4012,1522,1,0
588,866,2,2025-04-28 02:00:00,1,1001,3003,9082,4003,1524,1,0
589,867,2,2026-02-17 01:00:00,1,1001,3003,9280,4010,1527,1,0
590,869,2,2025-05-22 19:00:00,1,1003,3020,9020,4004,1529,1,0
591,871,1,2025-07-02 17:00:00,1,1001,3002,9037,4002,1531,1,0
592,873,2,2025-08-17 06:00:00,1,1004,3029,9174,4009,1534,1,0
593,875,1,2025-12-08 04:00:00,1,1004,3030,9068,4002,1536,1,0
594,877,1,2026-01-29 20:00:00,1,1003,3024,9075,4014,1540,1,0
595,879,1,2025-08-13 12:00:00,1,1004,3030,9141,4009,1544,1,0
596,883,1,2025-01-06 21:00:00,1,1001,3003,9150,4005,1551,1,0
597,885,1,2026-01-21 19:00:00,1,1001,3004,9012,4004,1555,1,0
598,886,1,2025-04-20 14:00:00,1,1002,3014,9043,4006,1558,1,0
599,887,1,2025-09-07 17:00:00,1,1004,3028,9305,4006,1559,1,0
600,888,2,2026-02-08 10:00:00,1,1001,3005,9345,4015,1564,1,0
601,890,1,2026-02-13 02:00:00,1,1003,3022,9110,4015,1568,1,0
602,891,2,2025-12-25 14:00:00,1,1005,3034,9381,4008,1570,1,0
603,892,2,2025-05-19 06:00:00,1,1004,3028,9331,4014,1571,1,0
604,893,2,2025-12-25 22:00:00,1,1002,3012,9299,4013,1573,1,0
605,894,1,2026-01-11 11:00:00,1,1003,3022,9258,4015,1574,1,0
606,895,2,2025-11-25 23:00:00,1,1003,3023,9136,4015,1575,1,0
607,896,2,2025-04-02 18:00:00,1,1001,3002,9094,4015,1577,1,0
608,900,2,2025-08-03 18:00:00,1,1002,3012,9002,4008,1585,1,0
609,903,2,2026-01-09 14:00:00,1,1002,3015,9326,4009,1590,1,0
610,904,2,2026-03-15 01:00:00,1,1005,3039,9286,4004,1591,1,0
611,907,1,2026-02-17 22:00:00,1,1005,3033,9048,4013,1597,1,0
612,910,2,2026-03-11 23:00:00,1,1002,3014,9106,4009,1602,1,0
613,912,1,2025-08-10 22:00:00,1,1003,3018,9272,4001,1604,1,0
614,915,1,2025-12-18 00:00:00,1,1005,3039,9013,4007,1607,1,0
615,916,1,2025-09-17 11:00:00,1,1003,3021,9351,4013,1609,1,0
616,917,2,2025-04-29 13:00:00,1,1004,3025,9083,4015,1610,1,0
617,918,2,2025-06-16 12:00:00,1,1004,3030,9365,4001,1611,1,0
618,919,1,2025-10-15 08:00:00,1,1005,3033,9291,4008,1613,1,0
619,921,1,2025-06-16 12:00:00,1,1005,3036,9341,4013,1619,1,0
620,922,2,2025-10-27 02:00:00,1,1004,3025,9082,4006,1621,1,0
621,923,1,2025-08-11 20:00:00,1,1002,3015,9207,4001,1624,1,0
622,925,2,2025-08-21 16:00:00,1,1005,3036,9195,4012,1628,1,0
623,927,2,2025-08-25 21:00:00,1,1005,3034,9127,4007,1630,1,0
624,928,1,2025-09-15 20:00:00,1,1003,3022,9363,4009,1632,1,0
625,930,2,2025-02-07 13:00:00,1,1002,3012,9028,4013,1638,1,0
626,931,1,2025-06-11 08:00:00,1,1002,3014,9093,4008,1639,1,0
627,932,2,2026-02-27 08:00:00,1,1003,3019,9200,4006,1640,1,0
628,935,1,2025-04-01 08:00:00,1,1001,3003,9279,4010,1643,1,0
629,936,2,2025-08-15 15:00:00,1,1001,3002,9156,4008,1644,1,0
630,937,2,2026-02-25 23:00:00,1,1002,3010,9225,4004,1647,1,0
631,939,1,2025-05-10 05:00:00,1,1003,3024,9280,4013,1650,1,0
632,940,1,2026-01-19 23:00:00,1,1002,3009,9223,4010,1653,1,0
633,941,2,2025-07-06 14:00:00,1,1004,3026,9171,4010,1654,1,0
634,942,2,2025-06-19 06:00:00,1,1002,3012,9234,4009,1656,1,0
635,944,2,2025-01-02 14:00:00,1,1003,3022,9255,4014,1658,1,0
636,945,2,2025-02-04 07:00:00,1,1003,3017,9102,4015,1661,1,0
637,946,2,2025-10-27 10:00:00,1,1005,3035,9228,4005,1664,1,0
638,948,2,2026-01-27 19:00:00,1,1005,3039,9136,4003,1668,1,0
639,951,2,2025-07-12 14:00:00,1,1003,3023,9122,4010,1673,1,0
640,952,1,2025-03-31 00:00:00,1,1001,3003,9103,4011,1675,1,0
641,953,1,2026-02-10 05:00:00,1,1003,3020,9137,4014,1676,1,0
642,955,2,2025-12-03 15:00:00,1,1003,3021,9270,4015,1679,1,0
643,956,1,2025-05-12 04:00:00,1,1003,3017,9015,4015,1682,1,0
644,957,1,2026-02-14 12:00:00,1,1001,3004,9280,4004,1683,1,0
645,958,2,2026-03-25 21:00:00,1,1005,3037,9031,4008,1684,1,0
646,959,2,2026-03-18 10:00:00,1,1003,3019,9071,4015,1686,1,0
647,960,2,2025-10-08 05:00:00,1,1001,3006,9073,4015,1687,1,0
648,963,2,2025-03-09 09:00:00,1,1005,3035,9388,4002,1693,1,0
649,964,1,2025-01-04 00:00:00,1,1004,3025,9358,4014,1696,1,0
650,965,1,2026-01-26 16:00:00,1,1005,3039,9398,4015,1697,1,0
651,968,2,2025-01-11 07:00:00,1,1003,3021,9014,4009,1703,1,0
652,969,1,2025-06-07 08:00:00,1,1005,3036,9242,4004,1704,1,0
653,970,1,2025-09-04 05:00:00,1,1005,3036,9295,4006,1705,1,0
654,976,2,2025-01-03 21:00:00,1,1003,3020,9281,4014,1717,1,0
655,978,2,2025-08-21 12:00:00,1,1001,3004,9397,4007,1719,1,0
656,979,2,2026-01-01 23:00:00,1,1001,3006,9205,4013,1721,1,0
657,980,2,2025-12-28 02:00:00,1,1005,3033,9040,4007,1723,1,0
658,981,1,2026-01-07 21:00:00,1,1003,3020,9096,4001,1725,1,0
659,983,2,2026-02-13 12:00:00,1,1002,3016,9045,4002,1731,1,0
660,985,2,2025-08-08 10:00:00,1,1003,3022,9319,4008,1735,1,0
661,986,2,2025-05-30 17:00:00,1,1004,3029,9087,4014,1737,1,0
662,987,2,2025-07-01 13:00:00,1,1004,3030,9131,4015,1738,1,0
663,990,2,2025-07-18 08:00:00,1,1004,3026,9172,4008,1742,1,0
664,991,1,2025-11-07 23:00:00,1,1005,3038,9360,4009,1743,1,0
665,992,2,2025-01-13 02:00:00,1,1002,3015,9250,4010,1745,1,0
666,993,2,2025-04-17 21:00:00,1,1001,3006,9399,4010,1746,1,0
667,996,1,2026-02-12 07:00:00,1,1001,3002,9327,4010,1752,1,0
668,998,2,2025-10-28 01:00:00,1,1004,3025,9073,4005,1756,1,0
669,999,2,2025-12-29 13:00:00,1,1005,3038,9046,4012,1758,1,0
670,1000,2,2025-11-23 15:00:00,1,1004,3025,9023,4015,1759,1,0
671,1001,1,2025-08-16 12:00:00,1,1001,3008,9055,4004,1760,1,0
672,1004,2,2025-02-13 05:00:00,1,1003,3019,9337,4006,1764,1,0
673,1005,2,2025-03-23 18:00:00,1,1002,3016,9209,4010,1765,1,0
674,1006,2,2025-06-29 22:00:00,1,1002,3016,9176,4010,1768,1,0
675,1007,1,2025-01-08 23:00:00,1,1003,3021,9139,4008,1770,1,0
676,1008,2,2026-03-22 14:00:00,1,1005,3033,9394,4008,1773,1,0
677,1009,1,2025-12-16 10:00:00,1,1001,3005,9107,4007,1774,1,0
678,1010,1,2026-01-01 20:00:00,1,1002,3012,9294,4015,1775,1,0
679,1011,1,2025-12-31 13:00:00,1,1003,3018,9074,4001,1777,1,0
680,1012,1,2025-05-25 17:00:00,1,1005,3039,9039,4013,1778,1,0
681,1013,2,2026-01-16 09:00:00,1,1003,3023,9041,4015,1780,1,0
682,1015,2,2025-11-06 14:00:00,1,1004,3025,9157,4003,1782,1,0
683,1017,2,2025-10-29 19:00:00,1,1005,3040,9141,4015,1787,1,0
684,1018,2,2026-03-09 20:00:00,1,1004,3029,9189,4002,1788,1,0
685,1019,2,2025-04-23 06:00:00,1,1004,3027,9249,4002,1789,1,0
686,1021,1,2025-06-27 16:00:00,1,1005,3035,9050,4007,1793,1,0
687,1022,2,2025-05-19 11:00:00,1,1001,3006,9037,4007,1795,1,0
688,1026,2,2026-03-09 17:00:00,1,1002,3014,9199,4006,1800,1,0
689,1028,2,2025-02-28 04:00:00,1,1004,3032,9389,4002,1804,1,0
690,1029,1,2026-02-24 18:00:00,1,1004,3030,9163,4003,1805,1,0
691,1033,1,2025-08-19 20:00:00,1,1003,3021,9342,4006,1813,1,0
692,1034,1,2025-12-14 17:00:00,1,1001,3006,9015,4003,1814,1,0
693,1036,2,2025-06-17 19:00:00,1,1002,3010,9202,4002,1816,1,0
694,1038,1,2025-03-09 06:00:00,1,1001,3006,9387,4009,1818,1,0
695,1040,2,2025-10-14 15:00:00,1,1004,3030,9307,4002,1824,1,0
696,1043,2,2026-01-14 08:00:00,1,1001,3007,9360,4003,1829,1,0
697,1044,1,2025-04-26 03:00:00,1,1001,3007,9085,4004,1831,1,0
698,1045,1,2026-02-02 14:00:00,1,1002,3014,9158,4013,1834,1,0
699,1047,2,2025-07-26 05:00:00,1,1003,3021,9179,4001,1837,1,0
700,1048,1,2025-07-16 11:00:00,1,1005,3036,9317,4009,1839,1,0
