CSID,CaseMasterID,csdate,cstype,PolicePersonID
626,1448,2025-06-21 00:00:00,A,9304
627,1449,2026-06-13 00:00:00,A,9233
628,1450,2025-10-29 00:00:00,A,9296
629,1451,2026-01-30 00:00:00,C,9136
630,1452,2025-06-14 00:00:00,B,9090
631,1455,2025-05-16 00:00:00,A,9084
632,1456,2026-04-22 00:00:00,B,9031
633,1460,2025-11-20 00:00:00,A,9199
634,1461,2025-11-28 00:00:00,A,9018
635,1464,2025-11-05 00:00:00,A,9116
636,1465,2026-05-07 00:00:00,A,9393
637,1467,2025-07-22 00:00:00,A,9342
638,1468,2025-05-21 00:00:00,A,9287
639,1469,2025-07-18 00:00:00,B,9280
640,1475,2025-11-01 00:00:00,A,9085
641,1476,2026-01-02 00:00:00,C,9300
642,1479,2026-03-02 00:00:00,A,9236
643,1484,2025-12-24 00:00:00,A,9274
644,1489,2025-07-30 00:00:00,B,9201
645,1496,2025-08-01 00:00:00,A,9397
646,1497,2025-10-25 00:00:00,A,9167
647,1498,2025-02-17 00:00:00,A,9248
648,1501,2026-03-31 00:00:00,A,9068
649,1510,2025-12-13 00:00:00,A,9194
650,1511,2026-05-07 00:00:00,B,9264
651,1514,2025-11-23 00:00:00,C,9378
652,1515,2026-04-11 00:00:00,C,9118
653,1517,2025-10-20 00:00:00,A,9400
654,1518,2025-05-23 00:00:00,C,9231
655,1520,2025-03-25 00:00:00,B,9284
656,1522,2026-06-01 00:00:00,A,9017
657,1527,2025-07-12 00:00:00,A,9059
658,1528,2025-04-17 00:00:00,B,9047
659,1529,2026-01-22 00:00:00,A,9073
660,1530,2026-02-26 00:00:00,A,9010
661,1531,2025-01-25 00:00:00,A,9368
662,1533,2026-02-23 00:00:00,B,9256
663,1534,2026-04-17 00:00:00,B,9372
664,1535,2026-01-02 00:00:00,A,9227
665,1536,2025-03-26 00:00:00,B,9114
666,1538,2025-05-08 00:00:00,A,9347
667,1541,2026-03-28 00:00:00,A,9052
668,1545,2025-05-05 00:00:00,A,9207
669,1546,2025-12-29 00:00:00,A,9077
670,1550,2025-09-27 00:00:00,A,9267
671,1551,2026-04-10 00:00:00,A,9114
672,1554,2025-05-26 00:00:00,A,9351
673,1555,2026-05-01 00:00:00,A,9155
674,1563,2025-05-28 00:00:00,B,9166
675,1565,2025-04-26 00:00:00,A,9203
676,1566,2026-05-05 00:00:00,A,9157
677,1567,2025-08-09 00:00:00,A,9377
678,1569,2025-06-30 00:00:00,A,9197
679,1572,2025-11-14 00:00:00,A,9380
680,1576,2025-05-02 00:00:00,B,9250
681,1577,2025-05-12 00:00:00,A,9253
682,1579,2025-12-06 00:00:00,A,9256
683,1584,2025-12-09 00:00:00,A,9220
684,1586,2025-07-25 00:00:00,A,9165
685,1587,2025-12-30 00:00:00,B,9374
686,1595,2026-01-10 00:00:00,A,9154
687,1598,2025-10-20 00:00:00,A,9219
688,1599,2026-02-02 00:00:00,A,9352
689,1601,2025-09-03 00:00:00,A,9114
690,1602,2025-06-05 00:00:00,A,9237
691,1604,2025-07-31 00:00:00,A,9085
692,1606,2025-11-29 00:00:00,A,9348
693,1607,2026-04-05 00:00:00,C,9255
694,1608,2025-10-27 00:00:00,A,9359
695,1611,2025-09-02 00:00:00,A,9313
696,1612,2026-04-06 00:00:00,A,9297
697,1613,2025-09-01 00:00:00,A,9103
698,1614,2025-10-09 00:00:00,B,9321
699,1615,2026-01-01 00:00:00,A,9396
700,1616,2025-09-12 00:00:00,B,9116
701,1617,2025-03-23 00:00:00,A,9397
702,1618,2025-07-12 00:00:00,A,9390
703,1623,2026-03-20 00:00:00,C,9104
704,1627,2025-09-21 00:00:00,B,9329
705,1629,2025-11-04 00:00:00,A,9042
706,1630,2026-04-27 00:00:00,A,9213
707,1631,2026-03-26 00:00:00,A,9274
708,1633,2026-02-09 00:00:00,A,9248
709,1635,2025-06-21 00:00:00,A,9210
710,1636,2025-10-20 00:00:00,A,9112
711,1637,2026-01-05 00:00:00,A,9198
712,1641,2025-11-22 00:00:00,A,9235
713,1642,2025-09-09 00:00:00,A,9248
714,1644,2025-11-06 00:00:00,A,9361
715,1645,2026-02-10 00:00:00,A,9185
716,1651,2026-01-09 00:00:00,A,9071
717,1655,2026-01-02 00:00:00,B,9394
718,1656,2026-01-20 00:00:00,A,9376
719,1658,2025-03-25 00:00:00,A,9237
720,1659,2025-10-03 00:00:00,A,9090
721,1661,2025-12-30 00:00:00,C,9387
722,1662,2025-10-11 00:00:00,B,9066
723,1664,2025-04-19 00:00:00,A,9301
724,1669,2025-04-04 00:00:00,C,9039
725,1670,2025-10-19 00:00:00,A,9240
726,1671,2025-08-12 00:00:00,A,9074
727,1672,2025-11-24 00:00:00,B,9151
728,1673,2025-02-21 00:00:00,A,9220
729,1675,2026-02-12 00:00:00,A,9192
730,1676,2026-04-18 00:00:00,A,9082
731,1679,2025-02-21 00:00:00,A,9321
732,1680,2025-06-21 00:00:00,A,9356
733,1681,2026-05-01 00:00:00,A,9321
734,1682,2025-11-18 00:00:00,A,9074
735,1684,2026-06-16 00:00:00,C,9003
736,1687,2025-10-25 00:00:00,B,9257
737,1690,2025-08-03 00:00:00,A,9190
738,1691,2026-02-09 00:00:00,A,9312
739,1694,2025-04-11 00:00:00,A,9266
740,1699,2026-04-16 00:00:00,A,9139
741,1700,2025-09-04 00:00:00,B,9001
742,1702,2026-04-02 00:00:00,C,9060
743,1703,2025-06-02 00:00:00,B,9006
744,1706,2026-05-07 00:00:00,A,9219
745,1707,2025-09-17 00:00:00,A,9013
746,1709,2025-12-31 00:00:00,A,9092
747,1710,2026-03-15 00:00:00,A,9287
748,1714,2025-04-21 00:00:00,B,9107
749,1721,2025-04-08 00:00:00,A,9105
750,1723,2025-10-11 00:00:00,A,9319
751,1727,2025-06-20 00:00:00,A,9242
752,1728,2026-01-06 00:00:00,A,9207
753,1730,2025-06-11 00:00:00,B,9132
754,1731,2025-04-09 00:00:00,A,9240
755,1734,2025-06-23 00:00:00,A,9204
756,1736,2025-05-05 00:00:00,A,9119
757,1737,2026-02-04 00:00:00,A,9294
758,1739,2025-04-23 00:00:00,B,9185
759,1741,2026-02-16 00:00:00,A,9144
760,1744,2025-12-05 00:00:00,A,9229
761,1745,2025-09-12 00:00:00,A,9390
762,1746,2025-07-07 00:00:00,A,9364
763,1748,2026-05-31 00:00:00,A,9185
764,1749,2026-05-08 00:00:00,A,9315
765,1753,2026-02-03 00:00:00,A,9358
766,1759,2026-03-02 00:00:00,A,9099
767,1761,2025-05-30 00:00:00,A,9092
768,1763,2025-07-22 00:00:00,A,9266
769,1766,2026-04-19 00:00:00,A,9292
770,1771,2025-05-06 00:00:00,A,9355
771,1772,2025-08-09 00:00:00,A,9302
772,1778,2025-12-03 00:00:00,A,9272
773,1780,2025-08-23 00:00:00,A,9118
774,1781,2025-02-27 00:00:00,A,9289
775,1782,2025-05-05 00:00:00,A,9108
776,1789,2025-03-19 00:00:00,C,9360
777,1791,2025-08-14 00:00:00,C,9156
778,1793,2025-09-16 00:00:00,A,9070
779,1794,2025-06-01 00:00:00,A,9085
780,1797,2025-08-25 00:00:00,A,9086
781,1800,2026-05-29 00:00:00,B,9087
782,1801,2026-01-17 00:00:00,A,9007
783,1805,2026-02-12 00:00:00,A,9160
784,1806,2025-11-18 00:00:00,C,9353
785,1808,2025-03-13 00:00:00,C,9260
786,1810,2025-12-08 00:00:00,A,9183
787,1814,2026-06-12 00:00:00,A,9133
788,1815,2025-06-06 00:00:00,A,9062
789,1817,2026-06-08 00:00:00,A,9202
790,1819,2025-05-01 00:00:00,A,9354
791,1821,2026-03-30 00:00:00,A,9325
792,1826,2025-09-02 00:00:00,A,9382
793,1827,2026-05-07 00:00:00,A,9316
794,1828,2025-12-03 00:00:00,A,9389
795,1833,2025-07-11 00:00:00,A,9120
796,1834,2025-08-02 00:00:00,A,9001
797,1836,2025-08-14 00:00:00,A,9051
798,1838,2025-10-16 00:00:00,A,9370
799,1839,2025-06-24 00:00:00,B,9094
800,1840,2025-11-16 00:00:00,A,9175
801,1842,2026-01-09 00:00:00,A,9097
802,1843,2025-09-22 00:00:00,A,9017
803,1844,2026-01-19 00:00:00,A,9191
804,1845,2026-04-30 00:00:00,A,9296
805,1846,2025-04-08 00:00:00,A,9379
806,1848,2026-05-02 00:00:00,C,9258
807,1851,2025-03-31 00:00:00,A,9343
808,1852,2026-02-23 00:00:00,B,9130
809,1858,2025-06-29 00:00:00,A,9049
810,1860,2025-05-23 00:00:00,A,9050
811,1861,2026-02-18 00:00:00,A,9219
812,1862,2025-07-16 00:00:00,A,9312
813,1864,2025-09-14 00:00:00,A,9225
814,1865,2025-02-14 00:00:00,A,9231
815,1866,2025-08-10 00:00:00,A,9217
816,1870,2025-08-05 00:00:00,A,9397
817,1873,2025-08-03 00:00:00,A,9079
818,1874,2025-09-03 00:00:00,A,9166
819,1875,2025-10-31 00:00:00,A,9014
820,1880,2025-12-29 00:00:00,C,9361
821,1883,2025-10-13 00:00:00,A,9146
822,1884,2025-05-01 00:00:00,A,9301
823,1885,2025-05-28 00:00:00,A,9271
824,1886,2025-10-17 00:00:00,A,9119
825,1888,2026-06-21 00:00:00,A,9114
826,1890,2026-02-18 00:00:00,A,9019
827,1892,2025-09-30 00:00:00,B,9137
828,1895,2025-10-19 00:00:00,B,9116
829,1898,2025-09-01 00:00:00,A,9153
830,1899,2025-12-09 00:00:00,B,9137
831,1902,2025-11-02 00:00:00,A,9302
832,1903,2026-02-16 00:00:00,A,9348
833,1904,2026-03-12 00:00:00,A,9031
834,1908,2026-04-11 00:00:00,A,9342
835,1911,2025-07-30 00:00:00,A,9393
836,1912,2026-05-04 00:00:00,A,9350
837,1913,2025-08-15 00:00:00,A,9322
838,1917,2025-05-07 00:00:00,B,9289
839,1918,2025-06-13 00:00:00,A,9250
840,1919,2025-12-17 00:00:00,A,9361
841,1922,2025-07-09 00:00:00,A,9005
842,1923,2025-07-14 00:00:00,A,9095
843,1924,2025-02-15 00:00:00,C,9127
844,1925,2026-05-06 00:00:00,A,9082
845,1928,2026-02-03 00:00:00,A,9129
846,1929,2025-11-17 00:00:00,A,9211
847,1930,2025-06-08 00:00:00,B,9220
848,1931,2025-06-18 00:00:00,A,9340
849,1932,2025-10-27 00:00:00,B,9355
850,1934,2026-06-02 00:00:00,A,9024
851,1936,2025-02-01 00:00:00,B,9301
852,1937,2025-08-18 00:00:00,C,9062
853,1939,2026-01-07 00:00:00,C,9057
854,1940,2026-03-20 00:00:00,A,9006
855,1941,2025-02-23 00:00:00,B,9186
856,1942,2025-01-27 00:00:00,A,9394
857,1943,2025-10-25 00:00:00,A,9138
858,1944,2025-06-11 00:00:00,A,9142
859,1945,2025-06-28 00:00:00,C,9224
860,1946,2026-03-26 00:00:00,A,9376
861,1950,2025-03-17 00:00:00,A,9382
862,1953,2026-01-28 00:00:00,A,9163
863,1955,2026-05-15 00:00:00,A,9069
864,1956,2026-02-27 00:00:00,C,9138
865,1957,2025-10-07 00:00:00,A,9046
866,1958,2025-05-28 00:00:00,C,9107
867,1963,2025-04-30 00:00:00,A,9204
868,1964,2025-12-22 00:00:00,A,9099
869,1965,2026-01-15 00:00:00,A,9302
870,1967,2025-07-29 00:00:00,A,9241
871,1968,2025-02-25 00:00:00,A,9352
872,1969,2025-11-12 00:00:00,C,9228
873,1976,2025-12-31 00:00:00,B,9333
874,1979,2025-05-27 00:00:00,B,9266
875,1981,2025-07-04 00:00:00,A,9240
876,1983,2025-06-06 00:00:00,A,9124
877,1985,2025-09-15 00:00:00,A,9318
878,1986,2025-08-26 00:00:00,A,9238
879,1993,2025-12-24 00:00:00,A,9060
880,1995,2025-09-18 00:00:00,B,9065
881,1996,2025-04-13 00:00:00,A,9199
882,1997,2026-05-11 00:00:00,A,9099
883,1999,2025-09-06 00:00:00,A,9110
884,2002,2026-06-21 00:00:00,A,9016
885,2006,2025-05-16 00:00:00,B,9266
886,2007,2025-10-26 00:00:00,A,9378
887,2008,2025-06-19 00:00:00,A,9027
888,2013,2025-12-20 00:00:00,A,9345
889,2014,2025-04-18 00:00:00,A,9315
890,2017,2025-04-23 00:00:00,A,9358
891,2021,2025-12-24 00:00:00,A,9287
892,2026,2025-10-14 00:00:00,A,9144
893,2029,2025-08-19 00:00:00,A,9023
894,2030,2026-02-07 00:00:00,A,9172
895,2032,2025-05-31 00:00:00,A,9298
896,2034,2025-08-29 00:00:00,A,9394
897,2035,2025-05-18 00:00:00,A,9244
898,2037,2025-05-06 00:00:00,A,9159
899,2038,2025-01-22 00:00:00,A,9093
900,2041,2025-05-15 00:00:00,B,9252
901,2047,2025-08-01 00:00:00,A,9145
902,2048,2025-05-30 00:00:00,B,9164
903,2050,2025-05-04 00:00:00,B,9301
904,2052,2025-04-25 00:00:00,A,9231
905,2055,2026-03-25 00:00:00,A,9049
906,2058,2025-08-25 00:00:00,A,9395
907,2059,2026-05-26 00:00:00,A,9076
908,2060,2026-02-07 00:00:00,A,9286
909,2061,2026-04-02 00:00:00,B,9188
910,2062,2026-05-17 00:00:00,A,9133
911,2065,2025-08-04 00:00:00,A,9127
912,2066,2025-03-07 00:00:00,A,9029
913,2067,2025-09-15 00:00:00,A,9193
914,2072,2025-12-03 00:00:00,A,9278
915,2076,2025-04-14 00:00:00,A,9295
916,2077,2025-12-10 00:00:00,A,9051
917,2081,2025-05-07 00:00:00,C,9338
918,2082,2025-07-20 00:00:00,B,9347
919,2084,2025-06-17 00:00:00,A,9076
920,2087,2025-06-18 00:00:00,A,9276
921,2090,2026-03-12 00:00:00,A,9025
922,2091,2025-03-22 00:00:00,C,9377
923,2094,2026-04-09 00:00:00,A,9159
924,2095,2026-05-03 00:00:00,B,9235
925,2096,2025-05-27 00:00:00,A,9211
926,2097,2026-03-05 00:00:00,A,9150
927,2100,2026-02-27 00:00:00,A,9172
928,2102,2025-05-28 00:00:00,B,9316
929,2103,2025-09-04 00:00:00,A,9170
930,2105,2025-08-06 00:00:00,B,9180
931,2106,2025-07-10 00:00:00,B,9259
932,2109,2026-04-14 00:00:00,A,9064
933,2121,2025-04-23 00:00:00,B,9010
934,2123,2025-08-31 00:00:00,A,9363
935,2129,2025-05-21 00:00:00,A,9099
936,2131,2025-07-05 00:00:00,A,9040
937,2133,2026-03-16 00:00:00,A,9232
938,2137,2025-07-06 00:00:00,A,9154
939,2140,2025-11-08 00:00:00,A,9135
940,2141,2025-10-18 00:00:00,A,9061
941,2145,2025-05-17 00:00:00,A,9046
942,2149,2025-08-21 00:00:00,C,9149
943,2151,2026-03-21 00:00:00,A,9362
944,2158,2026-03-19 00:00:00,A,9269
945,2160,2025-10-07 00:00:00,B,9092
946,2162,2025-10-16 00:00:00,A,9349
947,2168,2025-06-27 00:00:00,A,9102
948,2169,2025-06-24 00:00:00,A,9119
949,2170,2026-03-07 00:00:00,B,9337
950,2172,2025-10-24 00:00:00,A,9362
951,2173,2026-02-01 00:00:00,A,9342
952,2174,2025-10-10 00:00:00,B,9367
953,2175,2025-10-18 00:00:00,A,9123
954,2182,2025-02-23 00:00:00,C,9222
955,2183,2025-05-06 00:00:00,A,9373
956,2184,2025-07-08 00:00:00,A,9200
957,2185,2025-03-07 00:00:00,A,9055
958,2189,2026-01-03 00:00:00,A,9267
959,2192,2026-02-27 00:00:00,A,9209
960,2196,2025-10-17 00:00:00,A,9253
961,2200,2026-01-13 00:00:00,A,9161
962,2201,2025-12-29 00:00:00,A,9046
963,2202,2026-02-10 00:00:00,A,9275
964,2203,2025-03-14 00:00:00,A,9153
965,2205,2026-02-08 00:00:00,B,9161
966,2206,2025-07-15 00:00:00,C,9009
967,2208,2025-04-20 00:00:00,B,9040
968,2211,2026-01-12 00:00:00,B,9057
969,2213,2025-03-10 00:00:00,B,9130
970,2215,2025-09-22 00:00:00,A,9346
971,2216,2025-11-14 00:00:00,A,9004
972,2218,2025-12-03 00:00:00,A,9205
973,2220,2025-03-08 00:00:00,C,9102
974,2222,2025-07-14 00:00:00,C,9342
975,2226,2025-08-08 00:00:00,A,9338
976,2228,2025-06-28 00:00:00,A,9267
977,2230,2025-10-06 00:00:00,A,9340
978,2232,2026-01-05 00:00:00,A,9004
979,2235,2026-03-21 00:00:00,A,9092
980,2237,2025-04-19 00:00:00,B,9198
981,2239,2025-11-10 00:00:00,C,9151
982,2240,2026-01-27 00:00:00,A,9301
983,2243,2025-12-30 00:00:00,A,9074
984,2244,2025-04-05 00:00:00,A,9108
985,2247,2025-04-18 00:00:00,A,9007
986,2249,2025-12-25 00:00:00,B,9354
987,2250,2026-02-05 00:00:00,A,9286
988,2251,2026-05-14 00:00:00,A,9029
989,2254,2025-06-27 00:00:00,B,9018
990,2255,2025-12-26 00:00:00,B,9333
991,2256,2025-06-06 00:00:00,B,9127
992,2260,2025-11-27 00:00:00,B,9251
993,2261,2025-04-11 00:00:00,A,9249
994,2262,2026-03-22 00:00:00,A,9173
995,2266,2026-05-04 00:00:00,A,9249
996,2267,2026-05-06 00:00:00,B,9377
997,2269,2026-01-29 00:00:00,A,9100
998,2271,2025-11-03 00:00:00,A,9070
999,2272,2026-03-08 00:00:00,A,9060
1000,2277,2025-05-27 00:00:00,A,9360
1001,2279,2025-02-28 00:00:00,B,9164
1002,2287,2026-01-03 00:00:00,A,9219
1003,2289,2026-06-13 00:00:00,A,9161
1004,2290,2025-07-30 00:00:00,A,9093
1005,2292,2025-05-14 00:00:00,A,9174
1006,2293,2025-12-11 00:00:00,A,9167
1007,2294,2025-04-17 00:00:00,B,9149
1008,2295,2025-03-19 00:00:00,A,9012
1009,2296,2026-04-19 00:00:00,A,9068
1010,2298,2025-11-29 00:00:00,A,9163
1011,2301,2025-04-10 00:00:00,A,9015
1012,2302,2025-12-05 00:00:00,A,9236
1013,2305,2025-01-30 00:00:00,A,9191
1014,2307,2025-10-11 00:00:00,B,9315
1015,2308,2025-03-06 00:00:00,A,9068
1016,2312,2025-06-03 00:00:00,A,9117
1017,2314,2026-03-12 00:00:00,C,9274
1018,2319,2025-10-06 00:00:00,B,9279
1019,2322,2026-01-07 00:00:00,A,9312
1020,2323,2025-06-10 00:00:00,A,9066
1021,2324,2026-01-19 00:00:00,C,9069
1022,2328,2026-04-22 00:00:00,A,9035
1023,2329,2026-06-02 00:00:00,A,9159
1024,2334,2025-09-04 00:00:00,A,9323
1025,2336,2025-10-03 00:00:00,A,9058
1026,2340,2026-01-18 00:00:00,A,9387
1027,2341,2026-01-25 00:00:00,A,9102
1028,2342,2026-06-02 00:00:00,A,9291
1029,2344,2025-12-16 00:00:00,A,9148
1030,2348,2025-06-05 00:00:00,C,9227
1031,2353,2026-04-05 00:00:00,C,9390
1032,2354,2025-04-03 00:00:00,A,9008
1033,2355,2026-04-12 00:00:00,A,9118
1034,2356,2025-06-18 00:00:00,A,9200
1035,2357,2025-05-01 00:00:00,A,9072
1036,2359,2025-08-29 00:00:00,A,9125
1037,2360,2026-04-10 00:00:00,A,9386
1038,2361,2025-08-20 00:00:00,A,9163
1039,2362,2025-08-20 00:00:00,C,9394
1040,2363,2026-05-01 00:00:00,A,9311
1041,2364,2026-05-28 00:00:00,A,9140
1042,2365,2025-12-16 00:00:00,A,9310
1043,2372,2026-03-13 00:00:00,A,9381
1044,2374,2025-08-04 00:00:00,B,9097
1045,2378,2025-05-12 00:00:00,A,9267
1046,2380,2025-02-22 00:00:00,A,9346
1047,2383,2025-07-31 00:00:00,A,9086
1048,2384,2025-09-11 00:00:00,A,9097
1049,2389,2025-12-11 00:00:00,C,9400
1050,2392,2026-02-11 00:00:00,A,9060
1051,2393,2026-01-04 00:00:00,B,9369
1052,2399,2025-04-03 00:00:00,A,9269
1053,2403,2026-01-21 00:00:00,A,9089
1054,2405,2026-05-07 00:00:00,B,9066
1055,2409,2025-05-09 00:00:00,B,9128
1056,2410,2026-05-01 00:00:00,A,9357
1057,2412,2025-09-16 00:00:00,A,9151
1058,2413,2025-10-05 00:00:00,A,9239
1059,2415,2025-05-09 00:00:00,A,9372
1060,2417,2025-09-14 00:00:00,A,9085
1061,2418,2025-06-09 00:00:00,A,9233
1062,2419,2025-11-13 00:00:00,A,9268
1063,2421,2026-02-23 00:00:00,B,9145
1064,2422,2025-06-07 00:00:00,A,9241
1065,2423,2025-03-06 00:00:00,C,9376
1066,2426,2026-03-01 00:00:00,B,9014
1067,2427,2025-10-02 00:00:00,A,9160
1068,2429,2026-06-05 00:00:00,A,9075
1069,2433,2026-04-27 00:00:00,C,9164
1070,2434,2025-03-22 00:00:00,A,9348
1071,2435,2025-11-27 00:00:00,A,9072
1072,2436,2025-11-05 00:00:00,A,9196
1073,2437,2026-06-17 00:00:00,A,9375
1074,2442,2025-07-27 00:00:00,A,9112
1075,2443,2025-02-17 00:00:00,A,9152
1076,2444,2025-09-02 00:00:00,A,9211
1077,2447,2025-12-04 00:00:00,A,9197
1078,2448,2025-12-15 00:00:00,C,9181
1079,2452,2026-02-09 00:00:00,A,9147
1080,2453,2025-06-06 00:00:00,A,9347
1081,2454,2025-08-04 00:00:00,A,9213
1082,2459,2026-02-18 00:00:00,A,9246
1083,2461,2026-01-06 00:00:00,A,9116
1084,2463,2025-11-20 00:00:00,A,9311
1085,2466,2025-08-07 00:00:00,B,9018
1086,2467,2025-04-05 00:00:00,A,9024
1087,2469,2025-12-09 00:00:00,A,9072
1088,2471,2026-03-19 00:00:00,B,9080
1089,2472,2025-07-11 00:00:00,A,9145
1090,2473,2026-03-27 00:00:00,A,9155
1091,2474,2025-06-03 00:00:00,B,9395
1092,2478,2025-10-10 00:00:00,A,9306
1093,2479,2026-01-21 00:00:00,A,9026
1094,2482,2025-12-23 00:00:00,A,9214
1095,2484,2026-05-15 00:00:00,A,9107
1096,2485,2026-02-23 00:00:00,B,9006
1097,2486,2025-04-23 00:00:00,A,9061
1098,2489,2025-12-27 00:00:00,A,9029
1099,2494,2025-11-19 00:00:00,A,9005
1100,2498,2026-04-26 00:00:00,A,9172
1101,2500,2025-05-16 00:00:00,A,9283
1102,2503,2026-04-11 00:00:00,A,9218
1103,2504,2026-01-11 00:00:00,A,9006
1104,2508,2025-04-24 00:00:00,A,9261
1105,2511,2026-05-19 00:00:00,A,9133
1106,2513,2026-02-21 00:00:00,B,9400
1107,2520,2026-04-18 00:00:00,A,9175
1108,2522,2025-07-29 00:00:00,A,9363
1109,2523,2026-06-02 00:00:00,A,9127
1110,2524,2025-12-02 00:00:00,A,9357
1111,2526,2026-01-30 00:00:00,A,9389
1112,2527,2025-05-07 00:00:00,C,9065
1113,2528,2025-05-07 00:00:00,C,9184
1114,2529,2026-02-16 00:00:00,A,9252
1115,2531,2025-06-27 00:00:00,A,9321
1116,2535,2025-07-05 00:00:00,A,9248
1117,2538,2025-03-21 00:00:00,A,9311
1118,2539,2025-09-02 00:00:00,A,9132
1119,2542,2025-04-04 00:00:00,A,9221
1120,2544,2025-06-17 00:00:00,A,9128
1121,2547,2025-04-28 00:00:00,B,9039
1122,2548,2025-06-17 00:00:00,A,9212
1123,2551,2026-03-20 00:00:00,C,9151
1124,2554,2026-05-08 00:00:00,A,9326
1125,2555,2026-03-19 00:00:00,A,9137
1126,2556,2026-03-19 00:00:00,A,9210
1127,2558,2025-03-24 00:00:00,A,9146
1128,2563,2025-06-21 00:00:00,C,9227
1129,2570,2026-04-20 00:00:00,A,9271
1130,2571,2025-03-29 00:00:00,A,9118
1131,2574,2026-04-15 00:00:00,A,9392
1132,2576,2025-10-29 00:00:00,A,9032
1133,2578,2026-05-11 00:00:00,A,9279
1134,2580,2025-04-08 00:00:00,A,9218
1135,2582,2025-12-19 00:00:00,A,9155
1136,2583,2025-12-28 00:00:00,A,9108
1137,2584,2026-04-27 00:00:00,A,9175
1138,2585,2025-08-23 00:00:00,A,9089
1139,2588,2026-01-26 00:00:00,A,9034
1140,2589,2025-08-28 00:00:00,A,9400
1141,2591,2025-10-06 00:00:00,A,9352
1142,2592,2025-11-20 00:00:00,A,9046
1143,2595,2025-09-13 00:00:00,B,9314
1144,2600,2026-02-26 00:00:00,A,9064
1145,2601,2026-02-10 00:00:00,A,9010
1146,2603,2025-04-13 00:00:00,A,9353
1147,2606,2025-09-12 00:00:00,A,9368
1148,2607,2025-10-01 00:00:00,B,9042
1149,2608,2026-01-07 00:00:00,A,9369
1150,2609,2025-08-28 00:00:00,A,9245
1151,2611,2025-04-27 00:00:00,A,9060
1152,2615,2025-04-05 00:00:00,B,9106
1153,2616,2026-01-07 00:00:00,A,9264
1154,2617,2025-09-11 00:00:00,A,9166
1155,2618,2026-03-25 00:00:00,A,9160
1156,2619,2025-08-29 00:00:00,A,9049
1157,2620,2025-09-03 00:00:00,A,9321
1158,2625,2025-08-21 00:00:00,B,9285
1159,2626,2026-01-19 00:00:00,B,9288
1160,2627,2026-05-06 00:00:00,A,9134
1161,2629,2025-04-12 00:00:00,A,9066
1162,2630,2025-11-08 00:00:00,A,9133
1163,2633,2026-02-24 00:00:00,A,9333
1164,2634,2025-11-28 00:00:00,C,9195
1165,2636,2026-05-18 00:00:00,A,9198
1166,2637,2025-06-21 00:00:00,A,9322
1167,2640,2026-01-31 00:00:00,A,9241
1168,2641,2025-08-05 00:00:00,A,9368
1169,2642,2025-11-19 00:00:00,C,9328
1170,2645,2026-04-27 00:00:00,A,9307
1171,2648,2026-01-20 00:00:00,C,9360
1172,2649,2026-05-31 00:00:00,A,9121
1173,2650,2025-10-15 00:00:00,A,9231
1174,2654,2026-04-30 00:00:00,A,9280
1175,2656,2025-01-31 00:00:00,A,9058
1176,2659,2025-11-22 00:00:00,A,9202
1177,2660,2025-06-14 00:00:00,A,9262
1178,2662,2025-05-10 00:00:00,C,9267
1179,2663,2025-04-16 00:00:00,A,9068
1180,2665,2025-10-27 00:00:00,A,9369
1181,2667,2025-10-21 00:00:00,A,9030
1182,2668,2025-02-28 00:00:00,A,9320
1183,2670,2026-04-27 00:00:00,A,9010
1184,2672,2026-05-11 00:00:00,A,9371
1185,2675,2025-02-18 00:00:00,A,9087
1186,2676,2026-03-23 00:00:00,B,9119
1187,2677,2026-01-13 00:00:00,B,9066
1188,2678,2025-01-30 00:00:00,A,9174
1189,2679,2025-07-17 00:00:00,C,9328
1190,2680,2025-12-21 00:00:00,A,9043
1191,2684,2026-02-18 00:00:00,A,9278
1192,2685,2025-02-11 00:00:00,A,9265
1193,2686,2026-05-22 00:00:00,A,9133
1194,2692,2025-12-27 00:00:00,A,9223
1195,2693,2026-01-17 00:00:00,A,9131
1196,2694,2025-11-11 00:00:00,A,9093
1197,2695,2025-07-07 00:00:00,A,9367
1198,2699,2026-03-30 00:00:00,A,9213
1199,2700,2026-05-07 00:00:00,A,9107
1200,2701,2025-03-16 00:00:00,A,9263
1201,2702,2025-03-25 00:00:00,C,9203
1202,2707,2026-01-30 00:00:00,A,9075
1203,2708,2025-11-05 00:00:00,A,9162
1204,2709,2025-07-09 00:00:00,B,9389
1205,2711,2025-04-09 00:00:00,A,9109
1206,2714,2025-10-27 00:00:00,A,9323
1207,2715,2026-01-18 00:00:00,A,9140
1208,2717,2025-06-14 00:00:00,A,9363
1209,2718,2025-07-25 00:00:00,A,9284
1210,2720,2025-12-08 00:00:00,A,9148
1211,2723,2026-03-13 00:00:00,A,9059
1212,2725,2025-04-09 00:00:00,A,9196
1213,2727,2026-06-22 00:00:00,A,9262
1214,2730,2025-06-04 00:00:00,A,9255
1215,2732,2025-03-19 00:00:00,A,9098
1216,2736,2025-12-11 00:00:00,B,9334
1217,2738,2026-05-12 00:00:00,A,9092
1218,2739,2025-09-13 00:00:00,A,9371
1219,2742,2026-05-08 00:00:00,A,9089
1220,2743,2025-09-23 00:00:00,A,9169
1221,2744,2025-07-14 00:00:00,A,9263
1222,2746,2025-03-13 00:00:00,B,9249
